"Delta.M1","Delta.Inter","Delta.COV","Usa_Vel","Primavera_flag","Delta.prima","Sazo.Cycle","Delta.sazo","Delay","Error"
0.82,1,1,TRUE,"Sem",0.95,"Anual",1,4,0.200720865607612
0.88,1,1,FALSE,"Sem",0.95,"Anual",0.98,0,0.2007213081538
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.95,11,0.200721812836265
0.98,1,1,TRUE,"Sem",0.95,"Anual",0.93,9,0.200739291110308
0.8,1,1,FALSE,"Sem",0.95,"Anual",0.95,7,0.200743052925047
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.99,8,0.200751199464508
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.96,3,0.200754096346917
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.94,2,0.20075915527233
0.84,1,1,FALSE,"Sem",0.95,"Sem",0.9,1,0.200781922701659
0.84,1,1,FALSE,"Sem",0.95,"Sem",0.91,1,0.200781922701659
0.84,1,1,FALSE,"Sem",0.95,"Sem",0.92,1,0.200781922701659
0.84,1,1,FALSE,"Sem",0.95,"Sem",0.93,1,0.200781922701659
0.84,1,1,FALSE,"Sem",0.95,"Sem",0.94,1,0.200781922701659
0.84,1,1,FALSE,"Sem",0.95,"Sem",0.95,1,0.200781922701659
0.84,1,1,FALSE,"Sem",0.95,"Sem",0.96,1,0.200781922701659
0.84,1,1,FALSE,"Sem",0.95,"Sem",0.97,1,0.200781922701659
0.84,1,1,FALSE,"Sem",0.95,"Sem",0.98,1,0.200781922701659
0.84,1,1,FALSE,"Sem",0.95,"Sem",0.99,1,0.200781922701659
0.84,1,1,FALSE,"Sem",0.95,"Sem",1,1,0.200781922701659
0.84,1,1,FALSE,"Sem",0.95,"Anual",0.94,4,0.20079258786069
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.9,2,0.200792602281632
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.91,2,0.200792602281632
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.92,2,0.200792602281632
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.93,2,0.200792602281632
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.94,2,0.200792602281632
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.95,2,0.200792602281632
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.96,2,0.200792602281632
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.97,2,0.200792602281632
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.98,2,0.200792602281632
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.99,2,0.200792602281632
0.82,1,1,FALSE,"Sem",0.95,"Sem",1,2,0.200792602281632
0.82,1,1,FALSE,"Sem",0.95,"Anual",0.95,2,0.200797450776554
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.98,7,0.200806418689168
0.94,1,1,TRUE,"Sem",0.95,"Anual",0.94,9,0.20081703979081
0.82,1,1,TRUE,"Sem",0.95,"Anual",1,1,0.200818352372401
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.97,9,0.200822268561251
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.95,4,0.200825461671689
0.88,1,1,TRUE,"Sem",0.95,"Anual",0.97,8,0.20082756069504
0.98,1,1,TRUE,"Sem",0.95,"Anual",0.9,5,0.200840510484156
0.88,1,1,TRUE,"Sem",0.95,"Sem",0.9,2,0.200857738714443
0.88,1,1,TRUE,"Sem",0.95,"Sem",0.91,2,0.200857738714443
0.88,1,1,TRUE,"Sem",0.95,"Sem",0.92,2,0.200857738714443
0.88,1,1,TRUE,"Sem",0.95,"Sem",0.93,2,0.200857738714443
0.88,1,1,TRUE,"Sem",0.95,"Sem",0.94,2,0.200857738714443
0.88,1,1,TRUE,"Sem",0.95,"Sem",0.95,2,0.200857738714443
0.88,1,1,TRUE,"Sem",0.95,"Sem",0.96,2,0.200857738714443
0.88,1,1,TRUE,"Sem",0.95,"Sem",0.97,2,0.200857738714443
0.88,1,1,TRUE,"Sem",0.95,"Sem",0.98,2,0.200857738714443
0.88,1,1,TRUE,"Sem",0.95,"Sem",0.99,2,0.200857738714443
0.88,1,1,TRUE,"Sem",0.95,"Sem",1,2,0.200857738714443
0.88,1,1,TRUE,"Sem",0.95,"Anual",0.99,9,0.200860049119618
0.94,1,1,TRUE,"Sem",0.95,"Anual",0.91,1,0.200862961500578
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.9,5,0.20086423815634
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.91,5,0.20086423815634
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.92,5,0.20086423815634
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.93,5,0.20086423815634
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.94,5,0.20086423815634
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.95,5,0.20086423815634
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.96,5,0.20086423815634
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.97,5,0.20086423815634
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.98,5,0.20086423815634
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.99,5,0.20086423815634
0.9,1,1,TRUE,"Sem",0.95,"Sem",1,5,0.20086423815634
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.93,5,0.200867906975522
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.96,6,0.200868680201419
0.82,1,1,TRUE,"Sem",0.95,"Anual",0.99,0,0.200889138215995
0.92,1,1,TRUE,"Sem",0.95,"Anual",0.92,3,0.200895676151501
0.84,1,1,FALSE,"Sem",0.95,"Anual",0.97,7,0.200897469006648
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.93,0,0.200903431510147
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.92,4,0.200906602906167
0.98,1,1,TRUE,"Sem",0.95,"Anual",0.92,2,0.200907998536124
0.92,1,1,TRUE,"Sem",0.95,"Anual",0.93,10,0.200909941234642
0.98,1,1,TRUE,"Sem",0.95,"Anual",0.9,4,0.200910910172944
0.94,1,1,TRUE,"Sem",0.95,"Anual",0.91,3,0.200919172882871
0.84,1,1,FALSE,"Sem",0.95,"Anual",0.99,10,0.200921743686274
0.96,1,1,TRUE,"Sem",0.95,"Anual",0.92,9,0.200926648926107
0.88,1,1,FALSE,"Sem",0.95,"Anual",0.98,2,0.200927068197022
0.92,1,1,TRUE,"Sem",0.95,"Anual",0.93,7,0.20093620523411
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.98,12,0.200944962075984
0.88,1,1,TRUE,"Sem",0.95,"Anual",0.93,6,0.200945858397022
0.8,1,1,FALSE,"Sem",0.95,"Anual",0.92,11,0.200948487822289
0.98,1,1,TRUE,"Sem",0.95,"Anual",0.91,3,0.200953091420558
0.94,1,1,TRUE,"Sem",0.95,"Anual",0.91,7,0.200957245938644
0.8,1,1,FALSE,"Sem",0.95,"Anual",0.92,6,0.200972747832743
0.82,1,1,FALSE,"Sem",0.95,"Anual",1,9,0.200978984363184
0.82,1,1,FALSE,"Sem",0.95,"Anual",0.94,3,0.200996665849037
0.88,1,1,FALSE,"Sem",0.95,"Anual",0.98,5,0.200996683900076
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.99,12,0.201004639666294
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.96,3,0.201008356054865
0.82,1,1,FALSE,"Sem",0.95,"Anual",0.93,6,0.201015367701059
0.82,1,1,FALSE,"Sem",0.95,"Anual",0.94,0,0.201058104666919
0.88,1,1,TRUE,"Sem",0.95,"Anual",0.95,2,0.201059766908633
0.84,1,1,TRUE,"Sem",0.95,"Anual",1,12,0.201074494793375
0.84,1,1,TRUE,"Sem",0.95,"Anual",0.97,11,0.2010767625498
0.94,1,1,TRUE,"Sem",0.95,"Anual",0.9,4,0.201092738596093
0.94,1,1,TRUE,"Sem",0.95,"Anual",0.92,8,0.201095089286235
0.82,1,1,FALSE,"Sem",0.95,"Anual",0.93,4,0.201107708718658
0.84,1,1,TRUE,"Sem",0.95,"Anual",1,7,0.201114079812216
0.92,1,1,TRUE,"Sem",0.95,"Anual",0.91,6,0.201114765351685
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.96,0,0.201115123372925
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.96,1,0.201130150837716
0.94,1,1,TRUE,"Sem",0.95,"Anual",0.91,5,0.201132415370364
0.84,1,1,FALSE,"Sem",0.95,"Anual",0.95,1,0.201141280935631
0.82,1,1,TRUE,"Sem",0.95,"Anual",1,11,0.201141640959565
0.84,1,1,FALSE,"Sem",0.95,"Anual",0.95,11,0.201142056104251
0.92,1,1,TRUE,"Sem",0.95,"Anual",0.92,5,0.20114966372808
0.96,1,1,TRUE,"Sem",0.95,"Anual",0.9,2,0.201154836347863
0.88,1,1,FALSE,"Sem",0.95,"Anual",1,11,0.201156150533125
0.88,1,1,TRUE,"Sem",0.95,"Anual",0.95,7,0.201158171969987
0.84,1,1,TRUE,"Sem",0.95,"Anual",0.98,2,0.20116714508932
0.84,1,1,TRUE,"Sem",0.95,"Anual",0.97,6,0.201180562760304
0.88,1,1,FALSE,"Sem",0.95,"Anual",0.98,6,0.201184383855721
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.9,1,0.201188144831063
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.91,1,0.201188144831063
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.92,1,0.201188144831063
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.93,1,0.201188144831063
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.94,1,0.201188144831063
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.95,1,0.201188144831063
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.96,1,0.201188144831063
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.97,1,0.201188144831063
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.98,1,0.201188144831063
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.99,1,0.201188144831063
0.86,1,1,TRUE,"Sem",0.95,"Sem",1,1,0.201188144831063
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.93,1,0.201197858041391
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.97,11,0.201201780268773
0.82,1,1,FALSE,"Sem",0.95,"Anual",0.94,1,0.201207527385417
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.9,0,0.201208065811072
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.91,0,0.201208065811072
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.92,0,0.201208065811072
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.93,0,0.201208065811072
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.94,0,0.201208065811072
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.95,0,0.201208065811072
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.96,0,0.201208065811072
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.97,0,0.201208065811072
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.98,0,0.201208065811072
0.86,1,1,TRUE,"Sem",0.95,"Sem",0.99,0,0.201208065811072
0.86,1,1,TRUE,"Sem",0.95,"Sem",1,0,0.201208065811072
0.8,1,1,FALSE,"Sem",0.95,"Anual",0.93,0,0.201214248243147
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.95,8,0.201215412059649
0.9,1,1,FALSE,"Sem",0.95,"Anual",0.98,4,0.201221954419352
0.84,1,1,FALSE,"Sem",0.95,"Anual",0.97,12,0.201223963827407
0.84,1,1,FALSE,"Sem",0.95,"Anual",0.95,0,0.201228457284392
0.82,1,1,FALSE,"Sem",0.95,"Anual",0.97,8,0.201231643613851
0.94,1,1,TRUE,"Sem",0.95,"Anual",0.9,10,0.201233364976356
0.92,1,1,TRUE,"Sem",0.95,"Anual",0.92,1,0.201252388622881
0.98,1,1,TRUE,"Sem",0.95,"Anual",0.9,3,0.2012569731382
0.84,1,1,FALSE,"Sem",0.95,"Anual",0.95,5,0.201261805534633
0.94,1,1,TRUE,"Sem",0.95,"Anual",0.92,2,0.201271503146614
0.88,1,1,TRUE,"Sem",0.95,"Anual",0.96,10,0.201276816460265
0.82,1,1,TRUE,"Sem",0.95,"Anual",1,3,0.201292241281551
0.88,1,1,TRUE,"Sem",0.95,"Sem",0.9,4,0.201295978282484
0.88,1,1,TRUE,"Sem",0.95,"Sem",0.91,4,0.201295978282484
0.88,1,1,TRUE,"Sem",0.95,"Sem",0.92,4,0.201295978282484
0.88,1,1,TRUE,"Sem",0.95,"Sem",0.93,4,0.201295978282484
0.88,1,1,TRUE,"Sem",0.95,"Sem",0.94,4,0.201295978282484
0.88,1,1,TRUE,"Sem",0.95,"Sem",0.95,4,0.201295978282484
0.88,1,1,TRUE,"Sem",0.95,"Sem",0.96,4,0.201295978282484
0.88,1,1,TRUE,"Sem",0.95,"Sem",0.97,4,0.201295978282484
0.88,1,1,TRUE,"Sem",0.95,"Sem",0.98,4,0.201295978282484
0.88,1,1,TRUE,"Sem",0.95,"Sem",0.99,4,0.201295978282484
0.88,1,1,TRUE,"Sem",0.95,"Sem",1,4,0.201295978282484
0.82,1,1,FALSE,"Sem",0.95,"Anual",0.93,11,0.201297315809153
0.88,1,1,FALSE,"Sem",0.95,"Anual",0.96,4,0.201298365906402
0.84,1,1,FALSE,"Sem",0.95,"Anual",0.94,6,0.201306263344749
0.84,1,1,TRUE,"Sem",0.95,"Anual",0.97,0,0.201328749708016
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.96,5,0.201332525944069
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.98,7,0.201335823556956
0.82,1,1,TRUE,"Sem",0.95,"Anual",0.99,4,0.201342005396739
0.92,1,1,TRUE,"Sem",0.95,"Anual",0.91,4,0.201342699300397
0.84,1,1,TRUE,"Sem",0.95,"Anual",0.98,5,0.201346178037284
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.9,11,0.201360643396629
0.86,1,1,FALSE,"Sem",0.95,"Anual",1,8,0.20136385864637
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.9,12,0.201400501268061
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.91,12,0.201400501268061
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.92,12,0.201400501268061
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.93,12,0.201400501268061
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.94,12,0.201400501268061
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.95,12,0.201400501268061
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.96,12,0.201400501268061
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.97,12,0.201400501268061
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.98,12,0.201400501268061
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.99,12,0.201400501268061
0.9,1,1,TRUE,"Sem",0.95,"Sem",1,12,0.201400501268061
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.96,1,0.201406559733316
0.82,1,1,FALSE,"Sem",0.95,"Anual",0.94,5,0.201407611512602
0.82,1,1,TRUE,"Sem",0.95,"Anual",0.99,1,0.201414977149419
0.88,1,1,TRUE,"Sem",0.95,"Anual",0.94,3,0.201415160499331
0.92,1,1,TRUE,"Sem",0.95,"Anual",0.94,8,0.201428551588899
0.98,1,1,TRUE,"Sem",0.95,"Anual",0.91,2,0.201430596791135
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.96,0,0.201432268287743
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.94,10,0.201435836839525
0.82,1,1,FALSE,"Sem",0.95,"Anual",0.97,10,0.20144149809428
0.88,1,1,FALSE,"Sem",0.95,"Anual",0.97,3,0.201444149301235
0.8,1,1,FALSE,"Sem",0.95,"Anual",0.96,8,0.201447793736726
0.8,1,1,FALSE,"Sem",0.95,"Anual",0.91,11,0.201466975926985
0.88,1,1,TRUE,"Sem",0.95,"Anual",0.96,8,0.201475344258895
0.82,1,1,FALSE,"Sem",0.95,"Anual",0.95,12,0.201476939684158
0.92,1,1,TRUE,"Sem",0.95,"Anual",0.9,12,0.201485816160775
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.92,12,0.20149271642522
0.92,1,1,TRUE,"Sem",0.95,"Anual",0.93,2,0.201505670128005
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.96,5,0.20150578424258
0.82,1,1,FALSE,"Sem",0.95,"Anual",0.95,7,0.20150870194377
0.82,1,1,TRUE,"Sem",0.95,"Anual",1,2,0.201510274787693
0.88,1,1,TRUE,"Sem",0.95,"Anual",0.93,4,0.201527641825101
0.86,1,1,TRUE,"Sem",0.95,"Anual",1,9,0.201529507595982
0.88,1,1,TRUE,"Sem",0.95,"Anual",0.94,5,0.201551894826212
0.84,1,1,FALSE,"Sem",0.95,"Anual",0.98,8,0.201555265996037
0.84,1,1,FALSE,"Sem",0.95,"Sem",0.9,0,0.201556226820966
0.84,1,1,FALSE,"Sem",0.95,"Sem",0.91,0,0.201556226820966
0.84,1,1,FALSE,"Sem",0.95,"Sem",0.92,0,0.201556226820966
0.84,1,1,FALSE,"Sem",0.95,"Sem",0.93,0,0.201556226820966
0.84,1,1,FALSE,"Sem",0.95,"Sem",0.94,0,0.201556226820966
0.84,1,1,FALSE,"Sem",0.95,"Sem",0.95,0,0.201556226820966
0.84,1,1,FALSE,"Sem",0.95,"Sem",0.96,0,0.201556226820966
0.84,1,1,FALSE,"Sem",0.95,"Sem",0.97,0,0.201556226820966
0.84,1,1,FALSE,"Sem",0.95,"Sem",0.98,0,0.201556226820966
0.84,1,1,FALSE,"Sem",0.95,"Sem",0.99,0,0.201556226820966
0.84,1,1,FALSE,"Sem",0.95,"Sem",1,0,0.201556226820966
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.9,4,0.201571544092883
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.91,4,0.201571544092883
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.92,4,0.201571544092883
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.93,4,0.201571544092883
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.94,4,0.201571544092883
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.95,4,0.201571544092883
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.96,4,0.201571544092883
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.97,4,0.201571544092883
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.98,4,0.201571544092883
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.99,4,0.201571544092883
0.82,1,1,FALSE,"Sem",0.95,"Sem",1,4,0.201571544092883
0.8,1,1,FALSE,"Sem",0.95,"Anual",0.94,12,0.20157196462287
0.8,1,1,FALSE,"Sem",0.95,"Anual",0.92,4,0.201573858953354
0.9,1,1,FALSE,"Sem",0.95,"Anual",1,3,0.201587400984988
0.94,1,1,TRUE,"Sem",0.95,"Anual",0.9,1,0.201591992327548
0.98,1,1,TRUE,"Sem",0.95,"Anual",0.9,2,0.201596022914601
0.84,1,1,TRUE,"Sem",0.95,"Anual",1,10,0.201598314394836
0.96,1,1,TRUE,"Sem",0.95,"Anual",0.91,9,0.201602402671321
0.82,1,1,TRUE,"Sem",0.95,"Anual",0.99,11,0.201613033958996
0.88,1,1,TRUE,"Sem",0.95,"Anual",0.92,11,0.201617804083875
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.9,7,0.201634194191524
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.91,7,0.201634194191524
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.92,7,0.201634194191524
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.93,7,0.201634194191524
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.94,7,0.201634194191524
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.95,7,0.201634194191524
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.96,7,0.201634194191524
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.97,7,0.201634194191524
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.98,7,0.201634194191524
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.99,7,0.201634194191524
0.9,1,1,TRUE,"Sem",0.95,"Sem",1,7,0.201634194191524
0.94,1,1,TRUE,"Sem",0.95,"Anual",0.9,7,0.20165687317212
0.84,1,1,TRUE,"Sem",0.95,"Anual",0.96,6,0.201668778546267
0.84,1,1,TRUE,"Sem",0.95,"Anual",1,8,0.201670709465303
0.92,1,1,TRUE,"Sem",0.95,"Anual",0.91,0,0.201675385007123
0.82,1,1,FALSE,"Sem",0.95,"Anual",0.99,9,0.201677335647522
0.8,1,1,FALSE,"Sem",0.95,"Anual",0.93,3,0.2016773983123
0.8,1,1,FALSE,"Sem",0.95,"Anual",0.93,1,0.201696093166194
0.84,1,1,TRUE,"Sem",0.95,"Anual",0.99,7,0.201698876479007
0.8,1,1,FALSE,"Sem",0.95,"Anual",0.96,10,0.201700942141339
0.9,1,1,FALSE,"Sem",0.95,"Anual",1,1,0.201703986449553
0.84,1,1,TRUE,"Sem",0.95,"Anual",0.96,4,0.201705526222151
0.84,1,1,TRUE,"Sem",0.95,"Anual",0.96,11,0.201723563879533
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.98,10,0.201728200287873
0.98,1,1,TRUE,"Sem",0.95,"Anual",0.92,9,0.201732494763953
0.8,1,1,FALSE,"Sem",0.95,"Anual",0.94,2,0.201756725542028
0.88,1,1,TRUE,"Sem",0.95,"Sem",0.9,3,0.201761563807182
0.88,1,1,TRUE,"Sem",0.95,"Sem",0.91,3,0.201761563807182
0.88,1,1,TRUE,"Sem",0.95,"Sem",0.92,3,0.201761563807182
0.88,1,1,TRUE,"Sem",0.95,"Sem",0.93,3,0.201761563807182
0.88,1,1,TRUE,"Sem",0.95,"Sem",0.94,3,0.201761563807182
0.88,1,1,TRUE,"Sem",0.95,"Sem",0.95,3,0.201761563807182
0.88,1,1,TRUE,"Sem",0.95,"Sem",0.96,3,0.201761563807182
0.88,1,1,TRUE,"Sem",0.95,"Sem",0.97,3,0.201761563807182
0.88,1,1,TRUE,"Sem",0.95,"Sem",0.98,3,0.201761563807182
0.88,1,1,TRUE,"Sem",0.95,"Sem",0.99,3,0.201761563807182
0.88,1,1,TRUE,"Sem",0.95,"Sem",1,3,0.201761563807182
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.94,6,0.201761809774718
0.88,1,1,TRUE,"Sem",0.95,"Anual",0.94,0,0.201769314902637
0.88,1,1,FALSE,"Sem",0.95,"Anual",0.97,1,0.201770824806801
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.91,6,0.20178940168278
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.9,3,0.201793790247462
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.91,3,0.201793790247462
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.92,3,0.201793790247462
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.93,3,0.201793790247462
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.94,3,0.201793790247462
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.95,3,0.201793790247462
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.96,3,0.201793790247462
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.97,3,0.201793790247462
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.98,3,0.201793790247462
0.82,1,1,FALSE,"Sem",0.95,"Sem",0.99,3,0.201793790247462
0.82,1,1,FALSE,"Sem",0.95,"Sem",1,3,0.201793790247462
0.84,1,1,TRUE,"Sem",0.95,"Anual",0.99,12,0.201801316314864
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.9,6,0.201802392341728
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.91,6,0.201802392341728
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.92,6,0.201802392341728
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.93,6,0.201802392341728
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.94,6,0.201802392341728
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.95,6,0.201802392341728
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.96,6,0.201802392341728
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.97,6,0.201802392341728
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.98,6,0.201802392341728
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.99,6,0.201802392341728
0.9,1,1,TRUE,"Sem",0.95,"Sem",1,6,0.201802392341728
0.8,1,1,FALSE,"Sem",0.95,"Anual",0.91,6,0.201807248767614
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.97,7,0.201810622229062
0.8,1,1,FALSE,"Sem",0.95,"Anual",0.98,9,0.201815005139262
0.8,1,1,FALSE,"Sem",0.95,"Anual",0.94,7,0.201843252412044
0.84,1,1,TRUE,"Sem",0.95,"Anual",0.97,3,0.201857263289657
0.94,1,1,TRUE,"Sem",0.95,"Anual",0.9,3,0.201858556753968
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.93,7,0.201872588692375
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.97,12,0.201874148174447
0.94,1,1,TRUE,"Sem",0.95,"Anual",0.91,8,0.201883216967527
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.98,8,0.201902314861502
0.88,1,1,TRUE,"Sem",0.95,"Anual",0.94,1,0.201910527500533
0.82,1,1,TRUE,"Sem",0.95,"Anual",0.98,0,0.20191517573316
0.84,1,1,FALSE,"Sem",0.95,"Anual",0.96,7,0.201928977855955
0.9,1,1,FALSE,"Sem",0.95,"Anual",0.99,3,0.201936449676235
0.92,1,1,TRUE,"Sem",0.95,"Anual",0.92,10,0.201937467184867
0.94,1,1,TRUE,"Sem",0.95,"Anual",0.9,5,0.201941560922382
0.92,1,1,TRUE,"Sem",0.95,"Anual",0.92,7,0.201948989037114
0.88,1,1,TRUE,"Sem",0.95,"Anual",0.94,12,0.201954132841007
0.86,1,1,TRUE,"Sem",0.95,"Anual",0.94,11,0.201954351880897
0.84,1,1,TRUE,"Sem",0.95,"Anual",0.97,1,0.2019561797212
0.82,1,1,TRUE,"Sem",0.95,"Anual",0.99,3,0.201959464361211
0.84,1,1,FALSE,"Sem",0.95,"Anual",0.98,10,0.201963609009436
0.86,1,1,FALSE,"Sem",0.95,"Anual",1,10,0.201966169551903
0.8,1,1,FALSE,"Sem",0.95,"Anual",0.93,5,0.201975688762691
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.9,8,0.201980247491235
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.91,8,0.201980247491235
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.92,8,0.201980247491235
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.93,8,0.201980247491235
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.94,8,0.201980247491235
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.95,8,0.201980247491235
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.96,8,0.201980247491235
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.97,8,0.201980247491235
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.98,8,0.201980247491235
0.9,1,1,TRUE,"Sem",0.95,"Sem",0.99,8,0.201980247491235
0.9,1,1,TRUE,"Sem",0.95,"Sem",1,8,0.201980247491235
0.9,1,1,FALSE,"Sem",0.95,"Anual",0.99,1,0.20201189212059
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.95,6,0.202024372959412
0.88,1,1,FALSE,"Sem",0.95,"Anual",0.99,11,0.202030356169406
0.84,1,1,FALSE,"Sem",0.95,"Anual",1,9,0.202032021060044
