Delta.M1,Delta.Inter,Delta.COV,Delta.gravi,Ord.M1,Error
0.8,0.92,0.94,0.93,2,1.415168589
0.8,0.92,0.94,0.94,1,0.794286894
0.8,0.92,0.94,0.94,2,1.390441437
0.8,0.92,0.94,0.95,1,0.79107162
0.8,0.92,0.94,0.95,2,1.374423215
0.8,0.92,0.94,0.96,1,0.788900868
0.8,0.92,0.94,0.96,2,1.363348296
0.8,0.92,0.94,0.97,1,0.786946007
0.8,0.92,0.94,0.97,2,1.355341553
0.8,0.92,0.94,0.98,1,0.785244193
0.8,0.92,0.94,0.98,2,1.349368471
0.8,0.92,0.94,0.99,1,0.783638547
0.8,0.92,0.94,0.99,2,1.344808335
0.8,0.92,0.94,1,1,0.782068164
0.8,0.92,0.94,1,2,1.341171419
0.8,0.92,0.95,0.9,1,0.821152605
0.8,0.92,0.95,0.9,2,1.665956246
0.8,0.92,0.95,0.91,1,0.811000898
0.8,0.92,0.95,0.91,2,1.525326688
0.8,0.92,0.95,0.92,1,0.803686744
0.8,0.92,0.95,0.92,2,1.454764054
0.8,0.92,0.95,0.93,1,0.798096254
0.8,0.92,0.95,0.93,2,1.414562363
0.8,0.92,0.95,0.94,1,0.794127478
0.8,0.92,0.95,0.94,2,1.389964274
0.8,0.92,0.95,0.95,1,0.79093207
0.8,0.92,0.95,0.95,2,1.374028372
0.8,0.92,0.95,0.96,1,0.788773264
0.8,0.92,0.95,0.96,2,1.363007934
0.8,0.92,0.95,0.97,1,0.786827486
0.8,0.92,0.95,0.97,2,1.355038692
0.8,0.92,0.95,0.98,1,0.785132516
0.8,0.92,0.95,0.98,2,1.34909261
0.8,0.92,0.95,0.99,1,0.783532034
0.8,0.92,0.95,0.99,2,1.344553645
0.8,0.92,0.95,1,1,0.78196561
0.8,0.92,0.95,1,2,1.340932854
0.8,0.92,0.96,0.9,1,0.820840546
0.8,0.92,0.96,0.9,2,1.664164213
0.8,0.92,0.96,0.91,1,0.810740022
0.8,0.92,0.96,0.91,2,1.524241427
0.8,0.92,0.96,0.92,1,0.803466524
0.8,0.92,0.96,0.92,2,1.454017078
0.8,0.92,0.96,0.93,1,0.79790709
0.8,0.92,0.96,0.93,2,1.414007301
0.8,0.92,0.96,0.94,1,0.793978061
0.8,0.92,0.96,0.94,2,1.38952619
0.8,0.92,0.96,0.95,1,0.790800842
0.8,0.92,0.96,0.95,2,1.373664869
0.8,0.92,0.96,0.96,1,0.788652984
0.8,0.92,0.96,0.96,2,1.36269377
0.8,0.92,0.96,0.97,1,0.786715523
0.8,0.92,0.96,0.97,2,1.354758492
0.8,0.92,0.96,0.98,1,0.785026809
0.8,0.92,0.96,0.98,2,1.348836881
0.8,0.92,0.96,0.99,1,0.78343104
0.8,0.92,0.96,0.99,2,1.344317184
0.8,0.92,0.96,1,1,0.78186822
0.8,0.92,0.96,1,2,1.340711046
0.8,0.92,0.97,0.9,1,0.820549991
0.8,0.92,0.97,0.9,2,1.66253023
0.8,0.92,0.97,0.91,1,0.810496757
0.8,0.92,0.97,0.91,2,1.523250741
0.8,0.92,0.97,0.92,1,0.803260871
0.8,0.92,0.97,0.92,2,1.453333768
0.8,0.92,0.97,0.93,1,0.797730122
0.8,0.92,0.97,0.93,2,1.413498336
0.8,0.92,0.97,0.94,1,0.793837914
0.8,0.92,0.97,0.94,2,1.389123446
0.8,0.92,0.97,0.95,1,0.790677326
0.8,0.92,0.97,0.95,2,1.373329792
0.8,0.92,0.97,0.96,1,0.788539503
0.8,0.92,0.97,0.96,2,1.36240342
0.8,0.92,0.97,0.97,1,0.786609656
0.8,0.92,0.97,0.97,2,1.354498926
0.8,0.92,0.97,0.98,1,0.784926658
0.8,0.92,0.97,0.98,2,1.348599508
0.8,0.92,0.97,0.99,1,0.783335185
0.8,0.92,0.97,0.99,2,1.344097361
0.8,0.92,0.97,1,1,0.781775642
0.8,0.92,0.97,1,2,1.340504551
0.8,0.92,0.98,0.9,1,0.820279085
0.8,0.92,0.98,0.9,2,1.661037038
0.8,0.92,0.98,0.91,1,0.810269626
0.8,0.92,0.98,0.91,2,1.522344611
0.8,0.92,0.98,0.92,1,0.803068595
0.8,0.92,0.98,0.92,2,1.452707627
0.8,0.92,0.98,0.93,1,0.797564384
0.8,0.92,0.98,0.93,2,1.413030931
0.8,0.92,0.98,0.94,1,0.793706353
0.8,0.92,0.98,0.94,2,1.388752675
0.8,0.92,0.98,0.95,1,0.790560954
0.8,0.92,0.98,0.95,2,1.373020503
0.8,0.92,0.98,0.96,1,0.788432329
0.8,0.92,0.98,0.96,2,1.362134722
0.8,0.92,0.98,0.97,1,0.786509451
0.8,0.92,0.98,0.97,2,1.354258152
0.8,0.92,0.98,0.98,1,0.784831675
0.8,0.92,0.98,0.98,2,1.348378877
0.8,0.92,0.98,0.99,1,0.783244117
0.8,0.92,0.98,0.99,2,1.34389273
0.8,0.92,0.98,1,1,0.781687549
0.8,0.92,0.98,1,2,1.340312051
0.8,0.92,0.99,0.9,1,0.820026134
0.8,0.92,0.99,0.9,2,1.659669523
0.8,0.92,0.99,0.91,1,0.810057273
0.8,0.92,0.99,0.91,2,1.521514192
0.8,0.92,0.99,0.92,1,0.802888602
0.8,0.92,0.99,0.92,2,1.452132873
0.8,0.92,0.99,0.93,1,0.797420017
0.8,0.92,0.99,0.93,2,1.412601022
0.8,0.92,0.99,0.94,1,0.793582742
0.8,0.92,0.99,0.94,2,1.388410847
0.8,0.92,0.99,0.95,1,0.790451193
0.8,0.92,0.99,0.95,2,1.372734623
0.8,0.92,0.99,0.96,1,0.788331004
0.8,0.92,0.99,0.96,2,1.361885722
0.8,0.92,0.99,0.97,1,0.786414505
0.8,0.92,0.99,0.97,2,1.354034502
0.8,0.92,0.99,0.98,1,0.784741497
0.8,0.92,0.99,0.98,2,1.34817352
0.8,0.92,0.99,0.99,1,0.783157503
0.8,0.92,0.99,0.99,2,1.343701975
0.8,0.92,0.99,1,1,0.781603637
0.8,0.92,0.99,1,2,1.340132345
0.8,0.92,1,0.9,1,0.819789593
0.8,0.92,1,0.9,2,1.658414426
0.8,0.92,1,0.91,1,0.809858459
0.8,0.92,1,0.91,2,1.520751675
0.8,0.92,1,0.92,1,0.802719886
0.8,0.92,1,0.92,2,1.451604367
0.8,0.92,1,0.93,1,0.797288605
0.8,0.92,1,0.93,2,1.412204976
0.8,0.92,1,0.94,1,0.793466489
0.8,0.92,1,0.94,2,1.388095236
0.8,0.92,1,0.95,1,0.790347548
0.8,0.92,1,0.95,2,1.372470003
0.8,0.92,1,0.96,1,0.788235099
0.8,0.92,1,0.96,2,1.361654648
0.8,0.92,1,0.97,1,0.78632444
0.8,0.92,1,0.97,2,1.353826463
0.8,0.92,1,0.98,1,0.784655785
0.8,0.92,1,0.98,2,1.347982107
0.8,0.92,1,0.99,1,0.783075036
0.8,0.92,1,0.99,2,1.3435239
0.8,0.92,1,1,1,0.781523619
0.8,0.92,1,1,2,1.339964343
0.8,0.93,0.9,0.9,1,0.815637995
0.8,0.93,0.9,0.9,2,1.597990731
0.8,0.93,0.9,0.91,1,0.807035906
0.8,0.93,0.9,0.91,2,1.486108277
0.8,0.93,0.9,0.92,1,0.80067864
0.8,0.93,0.9,0.92,2,1.427857396
0.8,0.93,0.9,0.93,1,0.79622786
0.8,0.93,0.9,0.93,2,1.394659185
0.8,0.93,0.9,0.94,1,0.792638673
0.8,0.93,0.9,0.94,2,1.373987062
0.8,0.93,0.9,0.95,1,0.790351198
0.8,0.93,0.9,0.95,2,1.360510672
0.8,0.93,0.9,0.96,1,0.788351007
0.8,0.93,0.9,0.96,2,1.351475348
0.8,0.93,0.9,0.97,1,0.786497066
0.8,0.93,0.9,0.97,2,1.34555943
0.8,0.93,0.9,0.98,1,0.784869645
0.8,0.93,0.9,0.98,2,1.341032865
0.8,0.93,0.9,0.99,1,0.783315687
0.8,0.93,0.9,0.99,2,1.337564332
0.8,0.93,0.9,1,1,0.78178996
0.8,0.93,0.9,1,2,1.334835929
0.8,0.93,0.91,0.9,1,0.815233158
0.8,0.93,0.91,0.9,2,1.595728455
0.8,0.93,0.91,0.91,1,0.806700158
0.8,0.93,0.91,0.91,2,1.484725924
0.8,0.93,0.91,0.92,1,0.800426739
0.8,0.93,0.91,0.92,2,1.426911814
0.8,0.93,0.91,0.93,1,0.796011418
0.8,0.93,0.91,0.93,2,1.393966807
0.8,0.93,0.91,0.94,1,0.79244969
0.8,0.93,0.91,0.94,2,1.373450743
0.8,0.93,0.91,0.95,1,0.79018668
0.8,0.93,0.91,0.95,2,1.360074043
0.8,0.93,0.91,0.96,1,0.788201363
0.8,0.93,0.91,0.96,2,1.351104102
0.8,0.93,0.91,0.97,1,0.786358637
0.8,0.93,0.91,0.97,2,1.345233096
0.8,0.93,0.91,0.98,1,0.784739542
0.8,0.93,0.91,0.98,2,1.340737275
0.8,0.93,0.91,0.99,1,0.783191733
0.8,0.93,0.91,0.99,2,1.337291119
0.8,0.93,0.91,1,1,0.781670592
0.8,0.93,0.91,1,2,1.334579779
0.8,0.93,0.92,0.9,1,0.814857028
0.8,0.93,0.92,0.9,2,1.593677972
0.8,0.93,0.92,0.91,1,0.806387607
0.8,0.93,0.92,0.91,2,1.483468761
0.8,0.93,0.92,0.92,1,0.800191222
0.8,0.93,0.92,0.92,2,1.426048495
0.8,0.93,0.92,0.93,1,0.795808642
0.8,0.93,0.92,0.93,2,1.393332388
0.8,0.93,0.92,0.94,1,0.792272285
0.8,0.93,0.92,0.94,2,1.372957748
0.8,0.93,0.92,0.95,1,0.790031841
0.8,0.93,0.92,0.95,2,1.359671542
0.8,0.93,0.92,0.96,1,0.788060231
0.8,0.93,0.92,0.96,2,1.350761014
0.8,0.93,0.92,0.97,1,0.786227833
0.8,0.93,0.92,0.97,2,1.344930903
0.8,0.93,0.92,0.98,1,0.784616396
0.8,0.93,0.92,0.98,2,1.340463047
0.8,0.93,0.92,0.99,1,0.783074231
0.8,0.93,0.92,0.99,2,1.337037255
0.8,0.93,0.92,1,1,0.781557284
0.8,0.93,0.92,1,2,1.334341451
0.8,0.93,0.93,0.9,1,0.814507301
0.8,0.93,0.93,0.9,2,1.591815548
0.8,0.93,0.93,0.91,1,0.80609646
0.8,0.93,0.93,0.91,2,1.482323623
0.8,0.93,0.93,0.92,1,0.799970959
0.8,0.93,0.93,0.92,2,1.425259341
0.8,0.93,0.93,0.93,1,0.795618622
0.8,0.93,0.93,0.93,2,1.392750548
0.8,0.93,0.93,0.94,1,0.792105711
0.8,0.93,0.93,0.94,2,1.372504237
0.8,0.93,0.93,0.95,1,0.789886055
0.8,0.93,0.93,0.95,2,1.35930025
0.8,0.93,0.93,0.96,1,0.787927066
0.8,0.93,0.93,0.96,2,1.350443736
0.8,0.93,0.93,0.97,1,0.786104173
0.8,0.93,0.93,0.97,2,1.344650868
0.8,0.93,0.93,0.98,1,0.784499771
0.8,0.93,0.93,0.98,2,1.340208451
0.8,0.93,0.93,0.99,1,0.782962776
0.8,0.93,0.93,0.99,2,1.336801191
0.8,0.93,0.93,1,1,0.781449659
0.8,0.93,0.93,1,2,1.334119531
0.8,0.93,0.94,0.9,1,0.814181834
0.8,0.93,0.94,0.9,2,1.590120369
0.8,0.93,0.94,0.91,1,0.805825042
0.8,0.93,0.94,0.91,2,1.481278798
0.8,0.93,0.94,0.92,1,0.799764878
0.8,0.93,0.94,0.92,2,1.424537055
0.8,0.93,0.94,0.93,1,0.795440493
0.8,0.93,0.94,0.93,2,1.392216384
0.8,0.93,0.94,0.94,1,0.791949252
0.8,0.93,0.94,0.94,2,1.372086689
0.8,0.93,0.94,0.95,1,0.789748722
0.8,0.93,0.94,0.95,2,1.358957476
0.8,0.93,0.94,0.96,1,0.787801351
0.8,0.93,0.94,0.96,2,1.350150092
0.8,0.93,0.94,0.97,1,0.785987196
0.8,0.93,0.94,0.97,2,1.344391157
0.8,0.93,0.94,0.98,1,0.784389249
0.8,0.93,0.94,0.98,2,1.33997188
0.8,0.93,0.94,0.99,1,0.782856984
0.8,0.93,0.94,0.99,2,1.336581484
0.8,0.93,0.94,1,1,0.781347358
0.8,0.93,0.94,1,2,1.333912704
0.8,0.93,0.95,0.9,1,0.813878639
0.8,0.93,0.95,0.9,2,1.588574163
0.8,0.93,0.95,0.91,1,0.805571792
0.8,0.93,0.95,0.91,2,1.48032387
0.8,0.93,0.95,0.92,1,0.799571962
0.8,0.93,0.95,0.92,2,1.423875067
0.8,0.93,0.95,0.93,1,0.795273429
0.8,0.93,0.95,0.93,2,1.391725443
0.8,0.93,0.95,0.94,1,0.791803673
0.8,0.93,0.95,0.94,2,1.371701883
0.8,0.93,0.95,0.95,1,0.789619273
0.8,0.93,0.95,0.95,2,1.358640744
0.8,0.93,0.95,0.96,1,0.787682589
0.8,0.93,0.95,0.96,2,1.349878079
0.8,0.93,0.95,0.97,1,0.785876463
0.8,0.93,0.95,0.97,2,1.344150072
0.8,0.93,0.95,0.98,1,0.784284432
0.8,0.93,0.95,0.98,2,1.33975185
0.8,0.93,0.95,0.99,1,0.782756489
0.8,0.93,0.95,0.99,2,1.336376802
0.8,0.93,0.95,1,1,0.78125004
0.8,0.93,0.95,1,2,1.333719752
0.8,0.93,0.96,0.9,1,0.813595879
0.8,0.93,0.96,0.9,2,1.587160872
0.8,0.93,0.96,0.91,1,0.805335258
0.8,0.93,0.96,0.91,2,1.479449577
0.8,0.93,0.96,0.92,1,0.799391252
0.8,0.93,0.96,0.92,2,1.423267472
0.8,0.93,0.96,0.93,1,0.795116651
0.8,0.93,0.96,0.93,2,1.391273686
0.8,0.93,0.96,0.94,1,0.791668755
0.8,0.93,0.96,0.94,2,1.371346876
0.8,0.93,0.96,0.95,1,0.789497165
0.8,0.93,0.96,0.95,2,1.358347784
0.8,0.93,0.96,0.96,1,0.787570313
0.8,0.93,0.96,0.96,2,1.349625852
0.8,0.93,0.96,0.97,1,0.785771559
0.8,0.93,0.96,0.97,2,1.343926052
0.8,0.93,0.96,0.98,1,0.784184946
0.8,0.93,0.96,0.98,2,1.339546989
0.8,0.93,0.96,0.99,1,0.782660947
0.8,0.93,0.96,0.99,2,1.336185912
0.8,0.93,0.96,1,1,0.781157383
0.8,0.93,0.96,1,2,1.333539548
0.8,0.93,0.97,0.9,1,0.813331858
0.8,0.93,0.97,0.9,2,1.585866377
0.8,0.93,0.97,0.91,1,0.805114095
0.8,0.93,0.97,0.91,2,1.478647685
0.8,0.93,0.97,0.92,1,0.799221846
0.8,0.93,0.97,0.92,2,1.422708966
0.8,0.93,0.97,0.93,1,0.794969422
0.8,0.93,0.97,0.93,2,1.390857452
0.8,0.93,0.97,0.94,1,0.79154168
0.8,0.93,0.97,0.94,2,1.371018985
0.8,0.93,0.97,0.95,1,0.789381886
0.8,0.93,0.97,0.95,2,1.358076519
0.8,0.93,0.97,0.96,1,0.787464079
0.8,0.93,0.97,0.96,2,1.34939172
0.8,0.93,0.97,0.97,1,0.785672092
0.8,0.93,0.97,0.97,2,1.343717659
0.8,0.93,0.97,0.98,1,0.784090437
0.8,0.93,0.97,0.98,2,1.339356037
0.8,0.93,0.97,0.99,1,0.782570032
0.8,0.93,0.97,0.99,2,1.33600768
0.8,0.93,0.97,1,1,0.781069084
0.8,0.93,0.97,1,2,1.333371052
0.8,0.93,0.98,0.9,1,0.813085017
0.8,0.93,0.98,0.9,2,1.584678242
0.8,0.93,0.98,0.91,1,0.804907058
0.8,0.93,0.98,0.91,2,1.477910874
0.8,0.93,0.98,0.92,1,0.799062899
0.8,0.93,0.98,0.92,2,1.42219479
0.8,0.93,0.98,0.93,1,0.794831051
0.8,0.93,0.98,0.93,2,1.390473432
0.8,0.93,0.98,0.94,1,0.79142188
0.8,0.93,0.98,0.94,2,1.370715772
0.8,0.93,0.98,0.95,1,0.789272955
0.8,0.93,0.98,0.95,2,1.357825052
0.8,0.93,0.98,0.96,1,0.787363469
0.8,0.93,0.98,0.96,2,1.349174136
0.8,0.93,0.98,0.97,1,0.785577691
0.8,0.93,0.98,0.97,2,1.343523579
0.8,0.93,0.98,0.98,1,0.784000571
0.8,0.93,0.98,0.98,2,1.339177837
0.8,0.93,0.98,0.99,1,0.782483438
0.8,0.93,0.98,0.99,2,1.335841065
0.8,0.93,0.98,1,1,0.780984858
0.8,0.93,0.98,1,2,1.333213312
0.8,0.93,0.99,0.9,1,0.812853924
0.8,0.93,0.99,0.9,2,1.58358551
0.8,0.93,0.99,0.91,1,0.804713001
0.8,0.93,0.99,0.91,2,1.477232636
0.8,0.93,0.99,0.92,1,0.798913626
0.8,0.93,0.99,0.92,2,1.421720675
0.8,0.93,0.99,0.93,1,0.794700893
0.8,0.93,0.99,0.93,2,1.390118637
0.8,0.93,0.99,0.94,1,0.791308822
0.8,0.93,0.99,0.94,2,1.370435022
0.8,0.93,0.99,0.95,1,0.789169919
0.8,0.93,0.99,0.95,2,1.357591655
0.8,0.93,0.99,0.96,1,0.787268091
0.8,0.93,0.99,0.96,2,1.348971685
0.8,0.93,0.99,0.97,1,0.785488012
0.8,0.93,0.99,0.97,2,1.343342606
0.8,0.93,0.99,0.98,1,0.783915036
0.8,0.93,0.99,0.98,2,1.339011329
0.8,0.93,0.99,0.99,1,0.782400878
0.8,0.93,0.99,0.99,2,1.335685111
0.8,0.93,0.99,1,1,0.78090444
0.8,0.93,0.99,1,2,1.333065449
0.8,0.93,1,0.9,1,0.812637268
0.8,0.93,1,0.9,2,1.58257851
0.8,0.93,1,0.91,1,0.80453087
0.8,0.93,1,0.91,2,1.476607184
0.8,0.93,1,0.92,1,0.798773293
0.8,0.93,1,0.92,2,1.421282797
0.8,0.93,1,0.93,1,0.794578343
0.8,0.93,1,0.93,2,1.389790371
0.8,0.93,1,0.94,1,0.791202009
0.8,0.93,1,0.94,2,1.370174725
0.8,0.93,1,0.95,1,0.789072354
0.8,0.93,1,0.95,2,1.357374754
0.8,0.93,1,0.96,1,0.787177578
0.8,0.93,1,0.96,2,1.348783078
0.8,0.93,1,0.97,1,0.785402729
0.8,0.93,1,0.97,2,1.343173642
0.8,0.93,1,0.98,1,0.783833539
0.8,0.93,1,0.98,2,1.338855546
0.8,0.93,1,0.99,1,0.782322085
0.8,0.93,1,0.99,2,1.335538944
0.8,0.93,1,1,1,0.780827579
0.8,0.93,1,1,2,1.332926663
0.8,0.94,0.9,0.9,1,0.810143926
0.8,0.94,0.9,0.9,2,1.550570727
0.8,0.94,0.9,0.91,1,0.803030659
0.8,0.94,0.9,0.91,2,1.456581154
0.8,0.94,0.9,0.92,1,0.797927301
0.8,0.94,0.9,0.92,2,1.407632695
0.8,0.94,0.9,0.93,1,0.79401351
0.8,0.94,0.9,0.93,2,1.379359173
0.8,0.94,0.9,0.94,1,0.791414376
0.8,0.94,0.9,0.94,2,1.361577381
0.8,0.94,0.9,0.95,1,0.789363548
0.8,0.94,0.9,0.95,2,1.350498831
0.8,0.94,0.9,0.96,1,0.78748129
0.8,0.94,0.9,0.96,2,1.343519451
0.8,0.94,0.9,0.97,1,0.78571533
0.8,0.94,0.9,0.97,2,1.338693809
0.8,0.94,0.9,0.98,1,0.784165829
0.8,0.94,0.9,0.98,2,1.335183905
0.8,0.94,0.9,0.99,1,0.782663255
0.8,0.94,0.9,0.99,2,1.332510324
0.8,0.94,0.9,1,1,0.78117896
0.8,0.94,0.9,1,2,1.33034339
0.8,0.94,0.91,0.9,1,0.809776725
0.8,0.94,0.91,0.9,2,1.548737032
0.8,0.94,0.91,0.91,1,0.802759299
0.8,0.94,0.91,0.91,2,1.455428925
0.8,0.94,0.91,0.92,1,0.79769657
0.8,0.94,0.91,0.92,2,1.406843512
0.8,0.94,0.91,0.93,1,0.793814365
0.8,0.94,0.91,0.93,2,1.378783834
0.8,0.94,0.91,0.94,1,0.791244263
0.8,0.94,0.91,0.94,2,1.361134831
0.8,0.94,0.91,0.95,1,0.789210737
0.8,0.94,0.91,0.95,2,1.350141935
0.8,0.94,0.91,0.96,1,0.787341708
0.8,0.94,0.91,0.96,2,1.343217722
0.8,0.94,0.91,0.97,1,0.785585618
0.8,0.94,0.91,0.97,2,1.338428639
0.8,0.94,0.91,0.98,1,0.784043308
0.8,0.94,0.91,0.98,2,1.334943565
0.8,0.94,0.91,0.99,1,0.782545888
0.8,0.94,0.91,0.99,2,1.332304016
0.8,0.94,0.91,1,1,0.781065279
0.8,0.94,0.91,1,2,1.330148381
0.8,0.94,0.92,0.9,1,0.809434574
0.8,0.94,0.92,0.9,2,1.547068498
0.8,0.94,0.92,0.91,1,0.802505292
0.8,0.94,0.92,0.91,2,1.454376066
0.8,0.94,0.92,0.92,1,0.797480151
0.8,0.94,0.92,0.92,2,1.406119374
0.8,0.94,0.92,0.93,1,0.793627204
0.8,0.94,0.92,0.93,2,1.378253954
0.8,0.94,0.92,0.94,1,0.791084017
0.8,0.94,0.92,0.94,2,1.360725949
0.8,0.94,0.92,0.95,1,0.789066488
0.8,0.94,0.92,0.95,2,1.349811324
0.8,0.94,0.92,0.96,1,0.787209688
0.8,0.94,0.92,0.96,2,1.342937541
0.8,0.94,0.92,0.97,1,0.785462713
0.8,0.94,0.92,0.97,2,1.33818189
0.8,0.94,0.92,0.98,1,0.783927029
0.8,0.94,0.92,0.98,2,1.334719517
0.8,0.94,0.92,0.99,1,0.782434341
0.8,0.94,0.92,0.99,2,1.332111254
0.8,0.94,0.92,1,1,0.780957101
0.8,0.94,0.92,1,2,1.329965935
0.8,0.94,0.93,0.9,1,0.809115542
0.8,0.94,0.93,0.9,2,1.545547397
0.8,0.94,0.93,0.91,1,0.802267461
0.8,0.94,0.93,0.91,2,1.453412696
0.8,0.94,0.93,0.92,1,0.79727711
0.8,0.94,0.93,0.92,2,1.405454278
0.8,0.94,0.93,0.93,1,0.793451271
0.8,0.94,0.93,0.93,2,1.377765604
0.8,0.94,0.93,0.94,1,0.790933023
0.8,0.94,0.93,0.94,2,1.360347973
0.8,0.94,0.93,0.95,1,0.788930276
0.8,0.94,0.93,0.95,2,1.349504918
0.8,0.94,0.93,0.96,1,0.787084772
0.8,0.94,0.93,0.96,2,1.342677245
0.8,0.94,0.93,0.97,1,0.785346205
0.8,0.94,0.93,0.97,2,1.337952159
0.8,0.94,0.93,0.98,1,0.783816615
0.8,0.94,0.93,0.98,2,1.334510536
0.8,0.94,0.93,0.99,1,0.782328264
0.8,0.94,0.93,0.99,2,1.331931083
0.8,0.94,0.93,1,1,0.780854095
0.8,0.94,0.93,1,2,1.329795173
0.8,0.94,0.94,0.9,1,0.80881783
0.8,0.94,0.94,0.9,2,1.54415806
0.8,0.94,0.94,0.91,1,0.802044684
0.8,0.94,0.94,0.91,2,1.452529941
0.8,0.94,0.94,0.92,1,0.797086558
0.8,0.94,0.94,0.92,2,1.404842759
0.8,0.94,0.94,0.93,1,0.793285845
0.8,0.94,0.94,0.93,2,1.377315165
0.8,0.94,0.94,0.94,1,0.790790685
0.8,0.94,0.94,0.94,2,1.359998338
0.8,0.94,0.94,0.95,1,0.788801593
0.8,0.94,0.94,0.95,2,1.34922078
0.8,0.94,0.94,0.96,1,0.786966519
0.8,0.94,0.94,0.96,2,1.342435279
0.8,0.94,0.94,0.97,1,0.785235698
0.8,0.94,0.94,0.97,2,1.337738137
0.8,0.94,0.94,0.98,1,0.783711707
0.8,0.94,0.94,0.98,2,1.334326352
0.8,0.94,0.94,0.99,1,0.782227322
0.8,0.94,0.94,0.99,2,1.331762598
0.8,0.94,0.94,1,1,0.780755946
0.8,0.94,0.94,1,2,1.329635263
0.8,0.94,0.95,0.9,1,0.808539755
0.8,0.94,0.95,0.9,2,1.542886627
0.8,0.94,0.95,0.91,1,0.801835897
0.8,0.94,0.95,0.91,2,1.451719838
0.8,0.94,0.95,0.92,1,0.796907644
0.8,0.94,0.95,0.92,2,1.404279846
0.8,0.94,0.95,0.93,1,0.793130233
0.8,0.94,0.95,0.93,2,1.376899315
0.8,0.94,0.95,0.94,1,0.790656437
0.8,0.94,0.95,0.94,2,1.359674671
0.8,0.94,0.95,0.95,1,0.788679958
0.8,0.94,0.95,0.95,2,1.348957106
0.8,0.94,0.95,0.96,1,0.786854506
0.8,0.94,0.95,0.96,2,1.342210192
0.8,0.94,0.95,0.97,1,0.785130817
0.8,0.94,0.95,0.97,2,1.3375386
0.8,0.94,0.95,0.98,1,0.783611962
0.8,0.94,0.95,0.98,2,1.334157995
0.8,0.94,0.95,0.99,1,0.782131197
0.8,0.94,0.95,0.99,2,1.331604948
0.8,0.94,0.95,1,1,0.780662354
0.8,0.94,0.95,1,2,1.329485421
0.8,0.94,0.96,0.9,1,0.808279758
0.8,0.94,0.96,0.9,2,1.541720836
0.8,0.94,0.96,0.91,1,0.801640091
0.8,0.94,0.96,0.91,2,1.450975244
0.8,0.94,0.96,0.92,1,0.79673956
0.8,0.94,0.96,0.92,2,1.40376103
0.8,0.94,0.96,0.93,1,0.792983777
0.8,0.94,0.96,0.93,2,1.376515008
0.8,0.94,0.96,0.94,1,0.790529735
0.8,0.94,0.96,0.94,2,1.359374784
0.8,0.94,0.96,0.95,1,0.788564907
0.8,0.94,0.96,0.95,2,1.348712227
0.8,0.94,0.96,0.96,1,0.786748332
0.8,0.94,0.96,0.96,2,1.342000638
0.8,0.94,0.96,0.97,1,0.785031203
0.8,0.94,0.96,0.97,2,1.337352409
0.8,0.94,0.96,0.98,1,0.783517053
0.8,0.94,0.96,0.98,2,1.334000626
0.8,0.94,0.96,0.99,1,0.782039588
0.8,0.94,0.96,0.99,2,1.331457333
0.8,0.94,0.96,1,1,0.780573037
0.8,0.94,0.96,1,2,1.329344912
0.8,0.94,0.97,0.9,1,0.808036391
0.8,0.94,0.97,0.9,2,1.540649833
0.8,0.94,0.97,0.91,1,0.801456319
0.8,0.94,0.97,0.91,2,1.450289761
0.8,0.94,0.97,0.92,1,0.796581543
0.8,0.94,0.97,0.92,2,1.403282223
0.8,0.94,0.97,0.93,1,0.79284585
0.8,0.94,0.97,0.93,2,1.376159459
0.8,0.94,0.97,0.94,1,0.790410066
0.8,0.94,0.97,0.94,2,1.359096662
0.8,0.94,0.97,0.95,1,0.788456002
0.8,0.94,0.97,0.95,2,1.348484598
0.8,0.94,0.97,0.96,1,0.786647614
0.8,0.94,0.97,0.96,2,1.341805369
0.8,0.94,0.97,0.97,1,0.784936517
0.8,0.94,0.97,0.97,2,1.337178508
0.8,0.94,0.97,0.98,1,0.783426674
0.8,0.94,0.97,0.98,2,1.333853417
0.8,0.94,0.97,0.99,1,0.781952209
0.8,0.94,0.97,0.99,2,1.331319006
0.8,0.94,0.97,1,1,0.780487726
0.8,0.94,0.97,1,2,1.329213047
0.8,0.94,0.98,0.9,1,0.807808313
0.8,0.94,0.98,0.9,2,1.539664007
0.8,0.94,0.98,0.91,1,0.801283691
0.8,0.94,0.98,0.91,2,1.449657658
0.8,0.94,0.98,0.92,1,0.796432875
0.8,0.94,0.98,0.92,2,1.402839728
0.8,0.94,0.98,0.93,1,0.792715864
0.8,0.94,0.98,0.93,2,1.375830127
0.8,0.94,0.98,0.94,1,0.790296943
0.8,0.94,0.98,0.94,2,1.358838453
0.8,0.94,0.98,0.95,1,0.788352829
0.8,0.94,0.98,0.95,2,1.348272796
0.8,0.94,0.98,0.96,1,0.786551992
0.8,0.94,0.98,0.96,2,1.341623233
0.8,0.94,0.98,0.97,1,0.784846439
0.8,0.94,0.98,0.97,2,1.33701592
0.8,0.94,0.98,0.98,1,0.783340532
0.8,0.94,0.98,0.98,2,1.3337156
0.8,0.94,0.98,0.99,1,0.781868792
0.8,0.94,0.98,0.99,2,1.331189272
0.8,0.94,0.98,1,1,0.780406169
0.8,0.94,0.98,1,2,1.329089184
0.8,0.94,0.99,0.9,1,0.807594292
0.8,0.94,0.99,0.9,2,1.538754842
