"Ganul";"Delta.M1";"Delta.Inter";"Delta.COV";"Indic_COVID";"Usa_Vel";"MSE"
1;0,92;0,81;0,9;7;1;94,7668493093473
1;0,83;0,98;0,86;7;1;94,7681288601109
1;0,83;0,98;0,93;8;1;94,7701784857906
1;0,87;0,92;0,87;7;1;94,7720858694786
1;0,84;0,96;0,88;7;1;94,7742645337999
1;0,82;1;0,93;7;1;94,7754178089753
1;0,9;0,87;0,86;7;1;94,7800984773141
1;0,93;0,98;0,97;7;0;94,7818521465149
1;1;0,88;0,94;7;0;94,781887971515
1;0,82;1;0,88;8;1;94,7824042699831
1;0,88;0,92;0,82;8;1;94,7827325053833
1;0,92;0,81;0,89;7;1;94,7843045636683
1;0,93;0,8;0,85;8;1;94,7876085677679
1;0,87;0,93;0,88;8;1;94,7876633067797
1;0,84;0,97;0,82;8;1;94,7908756039235
1;0,92;0,84;0,82;8;1;94,7915374457858
1;1;0,87;0,85;7;1;94,7930936472518
1;0,89;0,89;0,85;7;1;94,7934470198788
1;0,83;0,98;0,92;8;1;94,7977646692572
1;0,93;0,98;0,96;7;0;94,7990851570154
1;0,87;0,92;0,86;7;1;94,8012822917248
1;0,86;0,94;1;8;1;94,8017037041266
1;0,92;0,81;0,88;7;1;94,8039214888734
1;1;0,88;0,93;7;0;94,8043118587192
1;0,99;0,9;0,8;7;1;94,8047024575968
1;0,9;0,87;0,85;7;1;94,8078586733307
1;0,86;0,94;0,99;8;1;94,8084462638415
1;0,84;0,96;0,87;7;1;94,810683331004
1;0,9;0,89;0,8;8;1;94,815323390247
1;0,86;0,94;0,98;8;1;94,8164203579914
1;0,82;1;0,92;7;1;94,8169746650309
1;0,93;0,98;0,95;7;0;94,8177273577355
1;0,83;0,98;0,85;7;1;94,8183642542669
1;0,91;0,86;1;8;1;94,8218505953599
1;0,87;0,93;0,87;8;1;94,8221212786227
1;0,91;0,86;0,99;8;1;94,8252696050713
1;0,89;0,89;0,84;7;1;94,8254121280724
1;0,86;0,94;0,97;8;1;94,8257901583881
1;0,92;0,81;0,87;7;1;94,8259068774039
1;0,83;0,98;0,91;8;1;94,8281805885235
1;1;0,88;0,92;7;0;94,8283917673364
1;0,91;0,86;0,98;8;1;94,8296341557555
1;0,93;0,8;0,84;8;1;94,8299479898758
1;0,82;1;0,87;8;1;94,8305175421552
1;0,87;0,92;0,85;7;1;94,8335285734348
1;0,89;0,9;1;8;1;94,8345856091434
1;0,91;0,86;0,97;8;1;94,835084665151
1;0,86;0,94;0,96;8;1;94,8367358858358
1;0,93;0,98;0,94;7;0;94,8378758038837
1;1;0,87;0,84;7;1;94,8381340040771
1;0,9;0,87;0,84;7;1;94,8386591021821
1;0,89;0,9;0,99;8;1;94,8388519679511
1;0,91;0,86;0,96;8;1;94,8417777170381
1;0,89;0,9;0,98;8;1;94,8441424479957
1;0,88;0,92;0,81;8;1;94,8469569597882
1;0,86;0,94;0,95;8;1;94,8494544571112
1;0,92;0,84;0,81;8;1;94,8498026496255
1;0,91;0,86;0,95;8;1;94,84988723165
1;0,84;0,96;0,86;7;1;94,8500542825031
1;0,92;0,81;0,86;7;1;94,8504748838617
1;0,89;0,9;0,97;8;1;94,8506055642801
1;0,92;0,83;1;8;1;94,8522756777337
1;1;0,88;0,91;7;0;94,8542244918653
1;0,92;0,83;0,99;8;1;94,8556327931745
1;0,91;0,84;1;7;1;94,8580236793375
1;0,89;0,9;0,96;8;1;94,8584063355538
1;0,91;0,86;0,94;8;1;94,8596055710503
1;0,93;0,98;0,93;7;0;94,8596294797755
1;0,92;0,83;0,98;8;1;94,8599293845744
1;0,82;1;0,91;7;1;94,8605570886328
1;0,89;0,89;0,83;7;1;94,8606917468419
1;0,87;0,93;0,86;8;1;94,8608422381857
1;0,83;0,98;0,9;8;1;94,8616552377958
1;0,91;0,84;0,99;7;1;94,8625829509248
1;0,84;0,97;0,81;8;1;94,8630012963427
1;0,86;0,94;0,94;8;1;94,8641599861526
1;0,92;0,83;0,97;8;1;94,8653048857002
1;0,89;0,9;0,95;8;1;94,8677273461034
1;0,91;0,84;0,98;7;1;94,8678441888151
1;0,86;0,93;1;7;1;94,8686010797269
1;0,87;0,92;0,84;7;1;94,8690341965847
1;0,91;0,86;0,93;8;1;94,8711445448021
1;0,83;0,98;0,84;7;1;94,8716068254617
1;0,92;0,83;0,96;8;1;94,8719148144785
1;0,9;0,87;0,83;7;1;94,8727142939061
1;0,91;0,84;0,97;7;1;94,8738988803644
1;0,86;0,93;0,99;7;1;94,8756992329563
1;0,93;0,8;0,83;8;1;94,8774649194366
1;0,92;0,81;0,85;7;1;94,8778445883225
1;0,89;0,9;0,94;8;1;94,878769712676
1;0,92;0,83;0,95;8;1;94,8799319521268
1;0,91;0,84;0,96;7;1;94,8808488199177
1;0,86;0,94;0,93;8;1;94,8810841164425
1;1;0,88;0,9;7;0;94,8819079033556
1;0,82;1;0,86;8;1;94,8824034776368
1;0,93;0,98;0,92;7;0;94,883088850043
1;0,86;0,93;0,98;7;1;94,8837380779586
1;0,91;0,86;0,92;8;1;94,8847362805753
1;1;0,87;0,83;7;1;94,8856970616063
1;0,91;0,84;0,95;7;1;94,8888067894824
1;0,92;0,83;0,94;8;1;94,8895474627536
1;0,89;0,9;0,93;8;1;94,8917539211234
1;0,84;0,96;0,85;7;1;94,8925519830263
1;0,86;0,93;0,97;7;1;94,8928261624502
1;0,91;0,84;0,94;7;1;94,8978971527299
1;0,83;0,98;0,89;8;1;94,898428864702
1;0,89;0,89;0,82;7;1;94,8994911411505
1;0,86;0,94;0,92;8;1;94,9004761691691
1;0,91;0,86;0,91;8;1;94,9006339265231
1;0,92;0,83;0,93;8;1;94,9009719199285
1;0,86;0,93;0,96;7;1;94,9030822094746
1;0,87;0,93;0,85;8;1;94,9041986768318
1;0,82;1;0,9;7;1;94,9062202614093
1;0,89;0,9;0,92;8;1;94,9069204984912
1;0,87;0,92;0,83;7;1;94,9080044314828
1;0,92;0,81;0,84;7;1;94,908237031639
1;0,91;0,84;0,93;7;1;94,9082563204916
1;0,93;0,98;0,91;7;0;94,90835542654
1;0,9;0,87;0,82;7;1;94,9102326238378
1;1;0,88;0,89;7;0;94,9115406700849
1;0,92;0,83;0,92;8;1;94,9144362060888
1;0,92;0,84;0,8;8;1;94,9146026309638
1;0,86;0,93;0,95;7;1;94,914635473088
1;0,88;0,92;0,8;8;1;94,9179010152852
1;0,91;0,86;0,9;8;1;94,9191121582087
1;0,91;0,84;0,92;7;1;94,9200330397394
1;0,86;0,94;0,91;8;1;94,9226031032325
1;0,89;0,9;0,91;8;1;94,9245304907796
1;0,86;0,93;0,94;7;1;94,9276259600702
1;0,83;0,98;0,83;7;1;94,9280112977568
1;0,92;0,83;0,91;8;1;94,9301922527989
1;0,93;0,8;0,82;8;1;94,9306087651647
1;0,91;0,84;0,91;7;1;94,933388452852
1;0,93;0,98;0,9;7;0;94,9355313647766
1;1;0,87;0,82;7;1;94,9358648608666
1;0,82;1;0,85;8;1;94,9383144528472
1;0,84;0,96;0,84;7;1;94,9383528467049
1;0,83;0,98;0,88;8;1;94,9387534927923
1;0,91;0,86;0,89;8;1;94,9404674734545
1;0,84;0,97;0,8;8;1;94,9414727643554
1;0,92;0,81;0,83;7;1;94,9418717313968
1;0,89;0,89;0,81;7;1;94,9420047080841
1;0,86;0,93;0,93;7;1;94,9422044821525
1;1;0,88;0,88;7;0;94,9432220114179
1;0,89;0,9;0,9;8;1;94,9448657253425
1;0,86;0,94;0,9;8;1;94,9477492988266
1;0,91;0,84;0,9;7;1;94,9484958705088
1;0,92;0,83;0,9;8;1;94,9485135957019
1;0,87;0,92;0,82;7;1;94,9506369570001
1;0,9;0,87;0,81;7;1;94,9514121242251
1;0,87;0,93;0,84;8;1;94,9525795964958
1;0,82;1;0,89;7;1;94,9540279260884
1;0,86;0,93;0,92;7;1;94,9585325019418
1;0,93;0,98;0,89;7;0;94,9647190998156
1;0,91;0,86;0,88;8;1;94,9650182744008
1;0,91;0,84;0,89;7;1;94,9655402005857
1;0,89;0,9;0,89;8;1;94,9682288505801
1;0,92;0,83;0,89;8;1;94,9696957283612
1;0,86;0,94;0,89;8;1;94,9762161961226
1;0,86;0,93;0,91;7;1;94,9767817362122
1;1;0,88;0,87;7;0;94,9770514809594
1;0,92;0,81;0,82;7;1;94,9789627066872
1;0,9;0,88;1;8;1;94,9827401378259
1;0,83;0,98;0,87;8;1;94,9828937632296
1;0,91;0,84;0,88;7;1;94,98471697772
1;0,9;0,88;0,99;8;1;94,986337621641
1;0,84;0,96;0,83;7;1;94,9876336023858
1;0,83;0,98;0,82;7;1;94,9877389730001
1;0,89;0,89;0,8;7;1;94,9884116650912
1;1;0,87;0,81;7;1;94,9887195094909
1;0,93;0,8;0,81;8;1;94,9898525709164
1;0,9;0,88;0,98;8;1;94,9909014067099
1;0,91;0,86;0,87;8;1;94,993104757628
1;0,92;0,83;0,88;8;1;94,9940562547347
1;0,89;0,9;0,88;8;1;94,9949431646739
1;0,83;0,97;1;7;1;94,995612552258
1;0,93;0,98;0,88;7;0;94,9960210260382
1;0,9;0,87;0,8;7;1;94,9964359995459
1;0,9;0,88;0,97;8;1;94,9965743288948
1;0,87;0,92;0,81;7;1;94,9971182339455
1;0,86;0,93;0,9;7;1;94,9971334829276
1;0,82;1;0,84;8;1;94,9985238598353
1;0,9;0,88;0,96;8;1;95,0035155326867
1;0,82;1;0,88;7;1;95,0040542083848
1;0,85;0,95;1;8;1;95,0056887830097
1;0,91;0,84;0,87;7;1;95,0062309443131
1;0,87;0,93;0,83;8;1;95,006390957408
1;0,82;0,99;1;7;1;95,0069333195704
1;0,86;0,94;0,88;8;1;95,0083218439853
1;0,83;0,97;0,99;7;1;95,0114376013287
1;0,9;0,88;0,95;8;1;95,0119016179007
1;1;0,88;0,86;7;0;95,0131287686084
1;0,85;0,95;0,99;8;1;95,0134074494301
1;0,92;0,81;0,81;7;1;95,0197140591413
1;0,86;0,93;0,89;7;1;95,0197776434339
1;0,9;0,88;0,94;8;1;95,0219277124163
1;0,92;0,83;0,87;8;1;95,0219348610976
1;0,85;0,95;0,98;8;1;95,0224281205403
1;0,91;0,86;0,86;8;1;95,025088660164
1;0,89;0,9;0,87;8;1;95,0253522695649
1;0,83;0,97;0,98;7;1;95,0286489855689
1;0,93;0,98;0,87;7;0;95,02953921838
1;0,91;0,84;0,86;7;1;95,0302941439111
1;0,82;0,99;0,99;7;1;95,0310922023783
1;0,83;0,98;0,86;8;1;95,0311281927628
1;0,85;0,95;0,97;8;1;95,0329175893684
1;0,9;0,88;0,93;8;1;95,0338084354636
1;1;0,88;1;7;1;95,0350528648646
1;0,84;0,96;0,82;7;1;95,0405694719013
1;1;0,87;0,8;7;1;95,0443430620185
1;0,86;0,94;0,87;8;1;95,0444004395142
1;0,86;0,93;0,88;7;1;95,0449114185754
1;0,85;0,95;0,96;8;1;95,0450580347462
1;0,83;0,97;0,97;7;1;95,0473427495319
1;0,87;0,92;0,8;7;1;95,0476196713246
1;0,9;0,88;0,92;8;1;95,0477787156306
1;0,83;0,98;0,81;7;1;95,0509561974459
1;1;0,88;0,99;7;1;95,0512785787126
1;1;0,88;0,85;7;0;95,0515535045952
1;0,92;0,83;0,86;8;1;95,0536931545834
1;0,93;0,8;0,8;8;1;95,055695124022
1;0,82;1;0,87;7;1;95,0563852526911
1;0,82;0,99;0,98;7;1;95,0568828082341
1;0,91;0,84;0,85;7;1;95,0571235019506
1;0,85;0,95;0,95;8;1;95,0590475113772
1;0,89;0,9;0,86;8;1;95,0598196154962
1;0,91;0,86;0,85;8;1;95,0613529405652
1;0,82;1;0,83;8;1;95,0633301240396
1;0,9;0,88;0,91;8;1;95,0640944304344
1;0,92;0,81;0,8;7;1;95,0643151761998
1;0,93;0,98;0,86;7;0;95,0653751851006
1;0,87;0,93;0,82;8;1;95,066056767385
1;0,83;0,97;0,96;7;1;95,0676195612938
1;1;0,88;0,98;7;1;95,0687155506371
1;0,86;0,93;0,87;7;1;95,072737666539
1;0,85;0,95;0,94;8;1;95,0751002939276
1;0,99;0,91;1;7;1;95,0782613489959
1;0,92;0,8;1;7;1;95,0801810213571
1;0,9;0,88;0,9;8;1;95,0830328408978
1;0,83;0,98;0,85;8;1;95,0837509487119
1;0,82;0,99;0,97;7;1;95,0843677556081
1;0,92;0,8;0,99;7;1;95,0847965184309
1;0,86;0,94;0,86;8;1;95,0848019657111
1;0,91;0,84;0,84;7;1;95,0869378860648
1;1;0,88;0,97;7;1;95,0874462345162
1;0,83;0,97;0,95;7;1;95,0895849105724
1;0,92;0,83;0,85;8;1;95,0897144461917
1;0,92;0,8;0,98;7;1;95,0901104562362
1;1;0,88;0,84;7;0;95,092425042692
1;0,99;0,91;0,99;7;1;95,0924904607857
1;0,85;0,95;0,93;8;1;95,0934470605414
1;0,92;0,8;0,97;7;1;95,0962137475868
1;0,84;0,96;0,81;7;1;95,0973319874817
1;0,96;0,92;1;7;0;95,0979132762016
1;0,89;0,9;0,85;8;1;95,0987280336562
1;0,91;0,86;0,84;8;1;95,1023015080495
1;0,92;0,8;0,96;7;1;95,1032076164318
1;0,86;0,93;0,86;7;1;95,1034629200866
1;0,93;0,98;0,85;7;0;95,10362963457
1;0,9;0,88;0,89;8;1;95,1048928059348
1;1;0,88;0,96;7;1;95,1075551608905
1;0,99;0,91;0,98;7;1;95,1078682617883
1;0,82;1;0,86;7;1;95,111120568771
1;0,92;0,8;0,95;7;1;95,1112043037972
1;0,96;0,92;0,99;7;0;95,1113568311077
1;0,83;0,97;0,94;7;1;95,1133493382699
1;0,82;0,99;0,96;7;1;95,1136097143697
1;0,85;0,95;0,92;8;1;95,1143349106056
1;0,88;0,9;1;7;1;95,1143472961511
1;0,83;0,98;0,8;7;1;95,1178322367065
1;0,88;0,9;0,99;7;1;95,119606960402
1;0,91;0,84;0,83;7;1;95,1199546573717
1;0,92;0,8;0,94;7;1;95,1203276931853
1;0,99;0,91;0,97;7;1;95,1244805670215
1;0,88;0,9;0,98;7;1;95,1256474043581
1;0,96;0,92;0,98;7;0;95,1259184909721
1;1;0,88;0,95;7;1;95,1291284843378
1;0,86;0,94;0,85;8;1;95,1298920591663
1;0,9;0,88;0,88;8;1;95,1299947781316
1;0,92;0,83;0,84;8;1;95,1304035891868
1;0,92;0,8;0,93;7;1;95,1307138137277
1;0,87;0,93;0,81;8;1;95,1320209752803
1;0,88;0,9;0,97;7;1;95,1325674035992
1;0,82;1;0,82;8;1;95,1330614162037
1;0,85;0,94;1;7;1;95,1354103227382
1;1;0,88;0,83;7;0;95,1358421952469
1;0,86;0,93;0,85;7;1;95,1372950703186
1;0,85;0,95;0,91;8;1;95,1380272246239
1;0,83;0,97;0,93;7;1;95,1390286902482
1;0,88;0,9;0,96;7;1;95,1404762577141
1;0,83;0,98;0,84;8;1;95,1410742388104
1;0,96;0,92;0,97;7;0;95,1416858783422
1;0,99;0,91;0,96;7;1;95,1424158373493
1;0,89;0,9;0,84;8;1;95,1424793872729
1;0,92;0,8;0,92;7;1;95,1425111727629
1;0,85;0,94;0,99;7;1;95,1435707548102
1;0,93;0,98;0,84;7;0;95,144402231758
1;0,82;0,99;0,95;7;1;95,1446720422563
1;0,91;0,86;0,83;8;1;95,1483591458464
1;0,88;0,9;0,95;7;1;95,1494943592998
1;1;0,88;0,94;7;1;95,1522535128103
1;0,85;0,94;0,98;7;1;95,1527469153109
1;0,92;0,8;0,91;7;1;95,1558808636944
1;0,91;0,84;0,82;7;1;95,1563857439858
1;0,84;0,96;0,8;7;1;95,1580864114287
1;0,9;0,88;0,87;8;1;95,1586806049638
1;0,96;0,92;0,96;7;0;95,1587499012601
1;0,88;0,9;0,94;7;1;95,1597536485148
1;0,99;0,91;0,95;7;1;95,1617646791335
1;0,85;0,94;0,97;7;1;95,1630492286245
1;0,85;0,95;0,9;8;1;95,1648033907447
1;0,83;0,97;0,92;7;1;95,1667443827829
1;0,82;1;0,85;7;1;95,1683739879863
1;0,92;0,8;0,9;7;1;95,1709963907074
1;0,88;0,9;0,93;7;1;95,1713979107447
1;0,86;0,93;0,84;7;1;95,174440731992
1;0,85;0,94;0,96;7;1;95,1745977651031
1;0,92;0,83;0,83;8;1;95,1761870163651
1;1;0,88;0,93;7;1;95,1770182401215
1;0,96;0,92;0,95;7;0;95,1772043792142
1;0,82;0,99;0,94;7;1;95,1776196232238
1;0,86;0,94;0,84;8;1;95,1800522591614
1;1;0,88;0,82;7;0;95,1819028901558
1;0,99;0,91;0,94;7;1;95,1826193044382
1;0,88;0,9;0,92;7;1;95,1845828705188
1;0,85;0,94;0,95;7;1;95,1875225196055
1;0,93;0,98;0,83;7;0;95,1877913149114
1;0,92;0,8;0,89;7;1;95,1880431499455
1;0,9;0,88;0,86;8;1;95,1913131872736
1;0,89;0,9;0,83;8;1;95,1914945013593
1;0,85;0,95;0,89;8;1;95,1949584425319
1;0,91;0,84;0,81;7;1;95,1964332871275
1;0,83;0,97;0,91;7;1;95,1966236615275
1;0,96;0,92;0,94;7;0;95,1971456361688
1;0,88;0,9;0,91;7;1;95,1994760319527
1;0,91;0,86;0,82;8;1;95,1999718034506
1;0,85;0,94;0,94;7;1;95,2019635654497
1;0,83;0,98;0,83;8;1;95,2034314024167
1;1;0,88;0,92;7;1;95,2035109046303
1;0,87;0,93;0,8;8;1;95,2047503019815
1;0,99;0,91;0,93;7;1;95,2050729730917
1;0,92;0,8;0,88;7;1;95,2072175078488
1;0,82;0,99;1;8;1;95,2080708280844
1;0,82;1;0,81;8;1;95,2080810576984
1;0,82;0,99;0,93;7;1;95,2125198942744
1;0,86;0,93;0,83;7;1;95,2151023108424
1;0,88;0,9;0,9;7;1;95,2162562153767
1;0,85;0,94;0,93;7;1;95,2180710536454
1;0,96;0,92;0,93;7;0;95,218672074787
1;0,82;0,99;0,99;8;1;95,2234086581473
1;0,92;0,83;0,82;8;1;95,2275131477089
1;0,82;1;0,84;7;1;95,2282741325564
1;0,9;0,88;0,85;8;1;95,2282760787904
1;0,92;0,8;0,87;7;1;95,228725422168
1;0,83;0,97;0,9;7;1;95,2287998302162
1;0,85;0,95;0,88;8;1;95,2288026751791
1;0,99;0,91;0,92;7;1;95,2292194409292
1;1;0,88;0,81;7;0;95,2307037199492
1;1;0,88;0,91;7;1;95,2318195971562
1;0,93;0,98;0,82;7;0;95,2338935400895
1;0,88;0,9;0,89;7;1;95,2351127420875
1;0,86;0,94;0,83;8;1;95,2356808003498
1;0,85;0,94;0,92;7;1;95,2360050264983
1;0,9;0,86;1;7;1;95,2378129377151
1;0,91;0,84;0,8;7;1;95,2402849278353
1;0,82;0,99;0,98;8;1;95,2403475966532
1;0,96;0,92;0,92;7;0;95,2418837470357
1;0,9;0,86;0,99;7;1;95,2422957574561
1;0,89;0,9;0,82;8;1;95,2462135538348
1;0,96;1;1;7;1;95,2468225764664
1;0,9;0,86;0,98;7;1;95,2474769911832
1;0,82;0,99;0,92;7;1;95,2494440333568
1;0,96;1;0,99;7;1;95,2514712387852
1;0,92;0,8;0,86;7;1;95,252780560039
1;0,9;0,86;0,97;7;1;95,2534477827442
1;0,99;0,91;0,91;7;1;95,2551524397688
1;0,85;0,94;0,91;7;1;95,2559350154491
1;0,88;0,9;0,88;7;1;95,2562442248099
1;0,96;1;0,98;7;1;95,2567859410985
1;0,91;0,86;0,81;8;1;95,2576074513789
1;0,82;0,99;0,97;8;1;95,2590345790205
1;0,86;0,93;0,82;7;1;95,2594747962045
1;0,9;0,86;0,96;7;1;95,2603095451518
1;1;0,88;0,9;7;1;95,2620319388937
1;0,96;1;0,97;7;1;95,2628515733712
1;0,83;0,97;0,89;7;1;95,263412419851
1;0,92;0,82;1;8;1;95,2635953109398
1;0,84;0,96;1;8;1;95,2663615792464
1;0,92;0,82;0,99;8;1;95,2666184694665
1;0,85;0,95;0,87;8;1;95,2666613311878
1;0,96;0,92;0,91;7;0;95,2668819360652
1;0,9;0,86;0,95;7;1;95,2681746363534
1;0,96;1;0,96;7;1;95,269757754299
1;0,9;0,88;0,84;8;1;95,2699731445123
1;0,92;0,82;0,98;8;1;95,2705604414782
1;0,83;0,98;0,82;8;1;95,271180767992
1;0,84;0,96;0,99;8;1;95,275332177268
1;0,92;0,82;0,97;8;1;95,2755587571201
1;0,88;0,91;1;8;1;95,2770925897528
1;0,9;0,86;0,94;7;1;95,2771669477056
1;0,98;0,94;1;7;1;95,2775851755739
1;0,96;1;0,95;7;1;95,2775981371284
1;0,85;0,94;0,9;7;1;95,2780393955622
1;0,92;0,8;0,85;7;1;95,2796018804353
1;0,82;0,99;0,96;8;1;95,2796255821343
1;0,88;0,9;0,87;7;1;95,2798569306446
1;0,88;0,91;0,99;8;1;95,2815686656622
1;0,92;0,82;0,96;8;1;95,2817669613417
1;1;0,88;0,8;7;0;95,2823393562667
1;0,93;0,98;0,81;7;0;95,2828034214549
1;0,99;0,91;0,9;7;1;95,2829652136188
1;0,92;0,83;0,81;8;1;95,2848533586552
1;0,84;0,96;0,98;8;1;95,2856806963754
1;0,96;1;0,94;7;1;95,2864695941693
1;0,88;0,91;0,98;8;1;95,2870990953532
1;0,9;0,86;0,93;7;1;95,2874223632597
1;0,82;0,99;0,91;7;1;95,2884682669244
1;0,82;1;0,8;8;1;95,2887935783463
1;0,92;0,82;0,95;8;1;95,2893558206108
1;0,98;0,94;0,99;7;1;95,2898778473549
1;0,82;1;0,83;7;1;95,290964310248
1;0,96;0,92;0,9;7;0;95,2937687623798
1;0,88;0,91;0,97;8;1;95,2938357133234
1;1;0,88;0,89;7;1;95,2942348453947
1;0,96;1;0,93;7;1;95,2964713089244
1;0,86;0,94;0,82;8;1;95,2971941094077
1;0,84;0,96;0,97;8;1;95,2975743988734
1;0,92;0,82;0,94;8;1;95,298514477391
1;0,9;0,86;0,92;7;1;95,2990890417777
1;0,83;0,97;0,88;7;1;95,3006072637269
1;0,88;0,91;0,96;8;1;95,3019470031212
1;0,82;0,99;0,95;8;1;95,3022857183395
1;0,85;0,94;0,89;7;1;95,3025044734325
1;0,98;0,94;0,98;7;1;95,3032339810506
1;0,88;0,9;0,86;7;1;95,3061626957246
1;0,89;0,9;0,81;8;1;95,3070971209267
1;0,96;1;0,92;7;1;95,3077038128782
1;0,86;0,93;0,81;7;1;95,3077423034664
1;0,85;0,95;0,86;8;1;95,3088744696071
1;0,92;0,8;0,84;7;1;95,3094106648033
1;0,92;0,82;0,93;8;1;95,309451519075
1;0,84;0,96;0,96;8;1;95,3111948895801
1;0,88;0,91;0,95;8;1;95,3116191192336
1;0,9;0,86;0,91;7;1;95,3123274681988
1;0,99;0,91;0,89;7;1;95,3127501320104
1;0,9;0,88;0,83;8;1;95,3168284286735
1;0,98;0,94;0,97;7;1;95,3177395643397
1;0,96;1;0,91;7;1;95,3202680098317
1;0,91;0,86;0,8;8;1;95,321757695898
1;0,92;0,82;0,92;8;1;95,3223959269874
1;0,96;0,92;0,89;7;0;95,3226468237857
1;0,88;0,91;0,94;8;1;95,3230568037018
1;0,84;0,96;0,95;8;1;95,3267384515765
1;0,82;0,99;0,94;8;1;95,3271893271469
1;0,9;0,86;0,9;7;1;95,3273102178124
1;1;0,88;0,88;7;1;95,3285143856696
1;0,85;0,94;0,88;7;1;95,3295232911497
1;0,82;0,99;0,9;7;1;95,3296752426211
1;0,98;0,94;0,96;7;1;95,3334836122777
1;0,96;1;0,9;7;1;95,3342642333744
1;0,93;0,98;0,8;7;0;95,334612738949
1;0,88;0,9;0,85;7;1;95,3353763857476
1;0,89;0,88;1;7;1;95,335672863053
1;0,88;0,91;0,93;8;1;95,3364841621864
1;0,92;0,82;0,91;8;1;95,3375978726422
1;0,89;0,88;0,99;7;1;95,3403728842438
1;0,83;0,97;0,87;7;1;95,3405364381284
1;0,92;0,8;0,83;7;1;95,3424269988877
1;0,9;0,86;0,89;7;1;95,3442213754451
1;0,84;0,96;0,94;8;1;95,3444162501833
1;0,99;0,91;0,88;7;1;95,3445983951671
1;0,83;0,98;0,81;8;1;95,3447103083805
1;0,89;0,88;0,98;7;1;95,3457960694431
1;0,91;0,85;1;8;1;95,3462500429988
1;0,92;0,83;0,8;8;1;95,3487037032197
1;0,91;0,85;0,99;8;1;95,349177541822
1;0,96;1;0,89;7;1;95,3497913820887
1;0,98;0,94;0,95;7;1;95,3505576386366
1;0,89;0,88;0,97;7;1;95,3520359952923
1;0,88;0,91;0,92;8;1;95,3521452660869
1;0,91;0,85;0,98;8;1;95,3530183406163
1;0,96;0,92;0,88;7;0;95,3536188735197
1;0,82;0,99;0,93;8;1;95,3545200901312
1;0,92;0,82;0,9;8;1;95,3553293335568
1;0,85;0,95;0,85;8;1;95,355797152698
1;0,82;1;0,82;7;1;95,3566017603818
1;0,91;0,85;0,97;8;1;95,3579098867503
1;0,89;0,88;0,96;7;1;95,3591966063405
1;0,85;0,94;0,87;7;1;95,3592941357001
1;0,86;0,93;0,8;7;1;95,3600743926695
1;0,91;0,83;1;7;1;95,3609030541971
1;0,9;0,86;0,88;7;1;95,3632555543097
1;0,91;0,85;0,96;8;1;95,3640056832319
1;0,84;0,96;0,93;8;1;95,3644544010507
1;1;0,88;0,87;7;1;95,3649557365082
1;0,86;0,94;0,81;8;1;95,3650291481885
1;0,91;0,83;0,99;7;1;95,3652373535566
1;0,96;1;0,88;7;1;95,3669461722274
1;0,89;0,88;0,95;7;1;95,3673928579666
1;0,88;0,9;0,84;7;1;95,3677129127476
1;0,98;0,94;0,94;7;1;95,3690550712782
1;0,9;0,88;0,82;8;1;95,3692864106074
1;0,91;0,83;0,98;7;1;95,3702498237186
1;0,88;0,91;0,91;8;1;95,370304552745
1;0,91;0,85;0,95;8;1;95,3714765015215
1;0,82;0,99;0,89;7;1;95,3731554010595
1;0,89;0,9;0,8;8;1;95,3746280624976
1;0,92;0,82;0,89;8;1;95,3758845104827
1;0,91;0,83;0,97;7;1;95,3760294480584
1;0,89;0,88;0,94;7;1;95,3767512624975
1;0,99;0,91;0,87;7;1;95,3785998372872
1;0,92;0,8;0,82;7;1;95,3788657295346
1;0,91;0,85;0,94;8;1;95,3805115404779
1;0,91;0,83;0,96;7;1;95,382675386353
1;0,83;0,97;0,86;7;1;95,3833580226867
1;0,82;0,99;0,92;8;1;95,3844712029984
1;0,9;0,86;0,87;7;1;95,38461646537
1;0,96;1;0,87;7;1;95,385822539185
1;0,96;0,92;0,87;7;0;95,3867875346316
1;0,84;0,96;0,92;8;1;95,3870939088793
1;0,89;0,88;0,93;7;1;95,3874102960931
1;0,98;0,94;0,93;7;1;95,389070632637
1;0,91;0,83;0,95;7;1;95,3902976838984
1;0,88;0,91;0,9;8;1;95,3912470055432
1;0,91;0,85;0,93;8;1;95,3913194969703
1;0,85;0,94;0,86;7;1;95,3920187498737
1;0,91;0,83;0,94;7;1;95,39901790347
1;0,89;0,88;0,92;7;1;95,3995206182891
1;0,92;0,82;0,88;8;1;95,3995800426172
1;0,88;0,9;0,83;7;1;95,4033838344503
1;1;0,88;0,86;7;1;95,4036432219619
1;0,91;0,85;0,92;8;1;95,4041295122976
1;0,96;1;0,86;7;1;95,406511207837
1;0,85;0,95;0,84;8;1;95,4078000972987
1;0,9;0,86;0,86;7;1;95,4085149984235
1;0,91;0,83;0,93;7;1;95,4089696389124
1;0,98;0,94;0,92;7;1;95,4106997103385
1;0,84;0,96;0,91;8;1;95,4125904969728
1;0,89;0,88;0,91;7;1;95,4132450515902
1;0,99;0,91;0,86;7;1;95,4148428241568
1;0,88;0,91;0,89;8;1;95,4152781105223
1;0,82;0,99;0,91;8;1;95,4172456481928
1;0,92;0,8;0,81;7;1;95,4189319415893
1;0,82;0,99;0,88;7;1;95,4190082712036
1;0,91;0,85;0,91;8;1;95,4191919597981
