"Ganul";"Delta.M1";"Delta.Inter";"Delta.COV";"Indic_COVID";"Usa_Vel";"MSE"
1;0,93;0,8;0,9;7;0;82,4758877742477
1;0,89;0,91;0,81;7;0;82,4780318814418
1;0,91;0,82;0,89;7;0;82,4780784664511
1;0,9;0,84;0,92;7;0;82,4781781555821
1;0,91;0,89;0,88;7;0;82,478791188044
1;0,91;0,88;0,85;7;0;82,4788028833042
1;0,92;0,81;0,87;7;0;82,4788393532079
1;0,81;0,96;0,96;8;0;82,4789868833282
1;0,9;0,92;0,91;7;0;82,4797152281807
1;0,92;0,86;0,9;7;0;82,4797219388244
1;0,89;0,89;0,82;7;0;82,4797343949743
1;0,86;0,91;0,91;8;0;82,4803733820577
1;0,87;0,96;0,9;7;0;82,4805354295153
1;0,91;0,81;0,93;7;0;82,4809667116745
1;0,84;0,94;1;7;0;82,4814536953893
1;0,87;0,9;0,83;8;0;82,48150552465
1;0,92;0,87;0,95;7;0;82,482564712475
1;0,88;0,88;0,99;7;0;82,4837430332219
1;0,88;0,94;0,84;7;0;82,4842192085625
1;0,83;0,96;0,95;7;0;82,4843109756743
1;0,89;0,94;0,93;7;0;82,4843402516069
1;0,9;0,85;0,87;7;0;82,4843673326754
1;0,87;0,92;0,83;7;0;82,4846552989443
1;0,93;0,82;0,92;7;0;82,4847851704658
1;0,88;0,89;0,88;7;0;82,4847953470222
1;0,87;0,94;0,82;7;0;82,4848484628667
1;0,93;0,83;0,95;7;0;82,4850166616665
1;0,87;0,9;0,95;7;0;82,4860939735005
1;0,92;0,82;0,86;7;0;82,4861174825697
1;0,86;0,93;0,85;7;0;82,4862345040074
1;0,89;0,87;0,88;7;0;82,4874191509071
1;0,91;0,8;1;7;0;82,4877648693132
1;0,86;0,92;0,9;7;0;82,488321965873
1;0,98;0,99;0,82;8;0;82,4883513269764
1;0,91;0,86;0,83;7;0;82,4883832038562
1;0,84;0,97;0,9;7;0;82,4890627132434
1;0,91;0,9;0,94;7;0;82,4898473151628
1;0,97;1;0,87;8;0;82,4899621849134
1;0,89;0,86;0,96;7;0;82,490257242033
1;0,85;0,96;0,86;7;0;82,4902719842961
1;0,92;0,84;0,86;7;0;82,4908191320256
1;0,89;0,88;0,84;7;0;82,4909984841199
1;0,85;0,98;0,98;7;0;82,491785035363
1;0,9;0,86;0,84;7;0;82,4919189602427
1;0,91;0,83;0,86;7;0;82,4923898664894
1;0,9;0,83;0,85;8;0;82,4924523472198
1;0,86;0,96;0,86;7;0;82,4927705143505
1;0,83;0,95;0,8;8;0;82,4945268750193
1;0,92;0,8;0,88;7;0;82,4946424297181
1;0,9;0,91;0,85;7;0;82,4951462194514
1;0,85;0,93;0,94;7;0;82,4954173915547
1;0,88;0,88;0,98;7;0;82,4954573489106
1;0,8;0,97;0,9;8;0;82,4956370100659
1;0,86;0,94;0,83;7;0;82,4958225128505
1;0,84;0,98;0,95;7;0;82,4959580817679
1;0,84;0,94;0,99;7;0;82,4960477897598
1;0,89;0,92;0,82;7;0;82,4972657183746
1;0,81;0,96;0,95;8;0;82,4974220564683
1;0,83;0,98;0,96;7;0;82,4980151824401
1;0,92;0,85;0,87;7;0;82,4989575014292
1;0,83;0,97;0,93;7;0;82,4999875946978
1;0,93;0,81;0,9;7;0;82,5008686283149
1;0,91;0,8;0,99;7;0;82,5013795133548
1;0,87;0,95;0,84;7;0;82,5020421511828
1;0,86;0,97;0,92;7;0;82,5025015634636
1;0,9;0,84;0,91;7;0;82,5031152989325
1;0,84;0,94;0,8;8;0;82,5034450000782
1;0,87;0,91;0,86;7;0;82,5040764958705
1;0,87;0,9;0,94;7;0;82,5042159456052
1;0,93;0,84;1;7;0;82,504930961707
1;0,86;0,91;0,9;8;0;82,5057011366151
1;0,92;0,87;0,94;7;0;82,50605459637
1;0,91;0,81;0,92;7;0;82,5060612517529
1;0,91;0,84;0,84;7;0;82,5062564654489
1;0,91;0,85;0,83;7;0;82,5063607981102
1;0,89;0,86;0,95;7;0;82,5064041881591
1;0,85;0,94;0,87;7;0;82,5064396100802
1;0,9;0,87;0,82;7;0;82,5069332845296
1;0,85;0,95;0,85;7;0;82,5078909985054
1;0,84;0,95;0,9;7;0;82,5080832182065
1;0,88;0,88;0,97;7;0;82,5084182903741
1;0,91;0,87;0,83;7;0;82,5085320603432
1;0,85;0,97;0,89;7;0;82,5085530951056
1;0,89;0,93;0,85;7;0;82,5085900834079
1;0,88;0,95;0,89;7;0;82,5091644355541
1;0,9;0,92;0,9;7;0;82,510250904479
1;0,9;0,83;1;7;0;82,5103042592279
1;0,83;0,96;0,94;7;0;82,5112306838282
1;0,89;0,86;0,83;8;0;82,5114603532093
1;0,93;0,83;0,94;7;0;82,5115768926295
1;0,89;0,94;0,92;7;0;82,5116892788375
1;0,88;0,93;0,81;7;0;82,5119167971967
1;0,84;0,94;0,98;7;0;82,5119872586737
1;0,91;0,82;0,88;7;0;82,5127546939081
1;0,82;0,98;1;7;0;82,5129509468163
1;0,86;0,95;0,83;7;0;82,5134198646146
1;0,88;0,91;0,81;7;0;82,5134241946745
1;0,84;0,96;0,88;7;0;82,5138184315064
1;0,92;0,86;0,89;7;0;82,5139978390574
1;0,91;0,9;0,93;7;0;82,5140389980128
1;0,93;0,8;0,89;7;0;82,5147297734329
1;0,85;0,98;0,97;7;0;82,5155917960612
1;0,9;0,88;0,81;7;0;82,5160984739923
1;0,91;0,8;0,98;7;0;82,5162581377443
1;0,82;0,97;1;7;0;82,5164621497708
1;0,91;0,89;0,87;7;0;82,5165596955825
1;0,9;0,89;0,81;7;0;82,5166216084558
1;0,87;0,96;0,89;7;0;82,5170720982926
1;0,88;0,9;0,83;7;0;82,5178419915225
1;0,81;0,96;0,94;8;0;82,5178646303744
1;0,93;0,82;0,91;7;0;82,5179708362438
1;0,9;0,9;0,82;7;0;82,517976864948
1;0,88;0,88;0,85;8;0;82,5180549186947
1;0,85;0,93;0,93;7;0;82,5182797388361
1;0,88;0,89;0,87;7;0;82,5189571887087
1;0,86;0,92;0,89;7;0;82,5190464095327
1;0,92;0,83;0,85;7;0;82,5200486721388
1;0,97;1;0,86;8;0;82,5201732446429
1;0,89;0,87;0,87;7;0;82,5215593809681
1;0,87;0,93;0,81;7;0;82,5217884020195
1;0,9;0,83;0,99;7;0;82,521967107331
1;0,92;0,81;0,86;7;0;82,5223160586852
1;0,9;0,85;0,86;7;0;82,5225173522983
1;0,88;0,88;0,96;7;0;82,5227446918945
1;0,93;0,84;0,99;7;0;82,5229717155724
1;0,87;0,9;0,93;7;0;82,5241392187416
1;0,89;0,86;0,94;7;0;82,5241823560784
1;0,91;0,88;0,84;7;0;82,5251430415857
1;0,84;0,98;0,94;7;0;82,5259089730065
1;0,83;0,98;0,95;7;0;82,5267760196111
1;0,84;0,97;0,89;7;0;82,5287264990046
1;0,84;0,94;0,97;7;0;82,5293813676191
1;0,9;0,84;0,9;7;0;82,5303025446749
1;0,8;0,97;0,89;8;0;82,5306933537584
1;0,92;0,87;0,93;7;0;82,5314065235631
1;0,88;0,92;0,8;7;0;82,5316375935453
1;0,92;0,82;0,85;7;0;82,5322819946556
1;0,91;0,8;0,97;7;0;82,53250844714
1;0,86;0,93;0,84;7;0;82,5331750814388
1;0,83;0,97;0,92;7;0;82,533186880131
1;0,91;0,81;0,91;7;0;82,5332997349742
1;0,86;0,91;0,89;8;0;82,5340295861052
1;0,89;0,89;0,81;7;0;82,5345470955949
1;0,89;0,9;0,8;7;0;82,5347205478071
1;0,9;0,83;0,98;7;0;82,5348070398138
1;0,88;0,94;0,83;7;0;82,5351039599448
1;0,82;0,98;0,99;7;0;82,5354174118278
1;0,92;0,8;0,87;7;0;82,5354869643477
1;0,91;0,83;0,85;7;0;82,5357437711539
1;0,86;0,97;0,91;7;0;82,5360705028629
1;0,92;0,84;0,85;7;0;82,5363795013188
1;0,85;0,92;1;8;0;82,5366538102496
1;0,91;0,8;0,81;8;0;82,5367330481461
1;0,82;0,97;0,99;7;0;82,5370623490506
1;0,89;0,91;0,8;7;0;82,5372566641485
1;0,87;0,92;0,82;7;0;82,5372570653716
1;0,89;0,88;0,83;7;0;82,5382380904874
1;0,88;0,88;0,95;7;0;82,538563196001
1;0,85;0,96;0,85;7;0;82,5387245823963
1;0,87;0,9;0,82;8;0;82,5390919574308
1;0,93;0,81;0,89;7;0;82,5392107262321
1;0,9;0,86;0,83;7;0;82,5398986392089
1;0,9;0,82;1;8;0;82,5400078457603
1;0,93;0,83;0,93;7;0;82,5400589284915
1;0,83;0,96;0,93;7;0;82,5401617742686
1;0,91;0,9;0,92;7;0;82,5401862675437
1;0,9;0,83;0,84;8;0;82,5402855358668
1;0,81;0,96;0,93;8;0;82,5405050421548
1;0,86;0,96;0,85;7;0;82,5405379605151
1;0,98;0,99;0,81;8;0;82,5407033212747
1;0,85;0,98;0,96;7;0;82,5410658876993
1;0,89;0,94;0,91;7;0;82,5411221868628
1;0,9;0,91;0,84;7;0;82,5411980527632
1;0,92;0,85;0,86;7;0;82,5413265807061
1;0,91;0,86;0,82;7;0;82,5413346429725
1;0,94;0,8;1;7;0;82,5419662828363
1;0,93;0,84;0,98;7;0;82,542416029583
1;0,87;0,94;0,81;7;0;82,5428368001651
1;0,82;0,95;1;8;0;82,5430393930264
1;0,9;0,92;0,89;7;0;82,5431021519271
1;0,85;0,93;0,92;7;0;82,5431825218044
1;0,89;0,86;0,93;7;0;82,5437317928477
1;0,84;0,95;0,89;7;0;82,5439993458224
1;0,85;0,92;0,99;8;0;82,5452882583636
1;0,87;0,91;0,85;7;0;82,5454298067904
1;0,87;0,9;0,92;7;0;82,5460105541428
1;0,89;0,85;1;8;0;82,5460906815875
1;0,88;0,95;0,88;7;0;82,5467005709906
1;0,84;0,94;0,96;7;0;82,5483449787938
1;0,85;0,94;0,86;7;0;82,5486912545895
1;0,9;0,82;0,99;8;0;82,5487054474474
1;0,9;0,83;0,97;7;0;82,5489334955535
1;0,85;0,97;0,88;7;0;82,5499900403956
1;0,91;0,82;0,87;7;0;82,5501538095959
1;0,91;0,8;0,96;7;0;82,5502445849706
1;0,92;0,86;0,88;7;0;82,5507331275365
1;0,86;0,94;0,82;7;0;82,550811147038
1;0,86;0,92;0,88;7;0;82,5523774126339
1;0,89;0,92;0,81;7;0;82,5533025999744
1;0,93;0,82;0,9;7;0;82,5534110873368
1;0,97;1;0,85;8;0;82,5538765770564
1;0,82;0,95;0,99;8;0;82,5538899697167
1;0,89;0,85;0,99;8;0;82,554179345312
1;0,87;0,95;0,83;7;0;82,5542207431859
1;0,85;0,92;0,98;8;0;82,5551133565049
1;0,89;0,93;0,84;7;0;82,5554286878662
1;0,88;0,89;0,86;7;0;82,5560066317723
1;0,88;0,88;0,94;7;0;82,5560080295005
1;0,91;0,84;0,83;7;0;82,5560133716232
1;0,87;0,96;0,88;7;0;82,556034521982
1;0,93;0,8;0,88;7;0;82,5560738799619
1;0,91;0,89;0,86;7;0;82,5570224524072
1;0,84;0,96;0,87;7;0;82,5570608436376
1;0,83;0,98;0,94;7;0;82,5574464309765
1;0,84;0,98;0,93;7;0;82,5578314934844
1;0,85;0,95;0,84;7;0;82,5579822974244
1;0,9;0,82;0,98;8;0;82,5585643014074
1;0,89;0,87;0,86;7;0;82,5585773009424
1;0,92;0,87;0,92;7;0;82,5587343248018
1;0,82;0,97;0,98;7;0;82,5592057984838
1;0,91;0,85;0,82;7;0;82,5594181554166
1;0,82;0,98;0,98;7;0;82,5594626527407
1;0,9;0,84;0,89;7;0;82,5598953682059
1;0,91;0,87;0,82;7;0;82,5613412540119
1;0,9;0,87;0,81;7;0;82,5621075579535
1;0,91;0,81;0,9;7;0;82,5628264998985
1;0,93;0,84;0,97;7;0;82,5633589891958
1;0,89;0,85;0,98;8;0;82,5633964840356
1;0,9;0,85;0,85;7;0;82,5636904322765
1;0,94;0,8;0,99;7;0;82,563843487849
1;0,9;0,83;0,96;7;0;82,564463305298
1;0,83;0,95;1;7;0;82,5649309804629
1;0,88;0,88;0,84;8;0;82,5650032199763
1;0,89;0,86;0,92;7;0;82,5651990803251
1;0,81;0,96;0,92;8;0;82,5655458998161
1;0,86;0,91;0,88;8;0;82,5656400186955
1;0,82;0,95;0,98;8;0;82,5660562966111
1;0,85;0,92;0,97;8;0;82,5662757762088
1;0,87;0,97;1;7;0;82,5682631940613
1;0,85;0,98;0,95;7;0;82,5682970980255
1;0,91;0,9;0,91;7;0;82,5684072292961
1;0,83;0,97;0,91;7;0;82,5686029641559
1;0,89;0,86;0,82;8;0;82,5686395546454
1;0,92;0,81;0,85;7;0;82,5687344226323
1;0,88;0,9;0,82;7;0;82,5689365101449
1;0,92;0,83;0,84;7;0;82,5689404348138
1;0,84;0,94;0,95;7;0;82,5689982819517
1;0,8;0,97;0,88;8;0;82,5690433391031
1;0,86;0,95;0,82;7;0;82,569475501186
1;0,91;0,8;0,95;7;0;82,5695870055799
1;0,9;0,82;0,97;8;0;82,5697273188787
1;0,87;0,9;0,91;7;0;82,5699822006648
1;0,85;0,93;0,91;7;0;82,5702682813205
1;0,93;0,83;0,92;7;0;82,5705671420613
1;0,84;0,97;0,88;7;0;82,5708823102012
1;0,83;0,96;0,92;7;0;82,5712175553351
1;0,86;0,97;0,9;7;0;82,5718586427683
1;0,88;0,93;0,8;7;0;82,5722230615097
1;0,88;0,91;0,8;7;0;82,5725708601877
1;0,89;0,94;0,9;7;0;82,5727508305763
1;0,9;0,9;0,81;7;0;82,5735172744675
1;0,89;0,85;0,97;8;0;82,5738847063842
1;0,91;0,88;0,83;7;0;82,5745677083089
1;0,9;0,88;0,8;7;0;82,575021063406
1;0,88;0,88;0,93;7;0;82,5752206299131
1;0,9;0,89;0,8;7;0;82,5756068319064
1;0,88;0,96;1;7;0;82,5767743532691
1;0,86;0,91;1;7;0;82,5777680795504
1;0,9;0,92;0,88;7;0;82,5783858139486
1;0,85;0,92;0,96;8;0;82,5789358438066
1;0,92;0,8;0,86;7;0;82,5791652446266
1;0,82;0,95;0,97;8;0;82,5796851840544
1;0,93;0,81;0,88;7;0;82,5800379706018
1;0,83;0,95;0,99;7;0;82,5811956087804
1;0,92;0,82;0,84;7;0;82,5814883892321
1;0,9;0,83;0,95;7;0;82,5815206029343
1;0,91;0,83;0,84;7;0;82,5822358337965
1;0,9;0,82;0,96;8;0;82,5823510221812
1;0,87;0,93;0,8;7;0;82,582517269686
1;0,84;0,95;0,88;7;0;82,5825235684183
1;0,82;0,97;0,97;7;0;82,5829863537435
1;0,86;0,93;0,83;7;0;82,5834086192837
1;0,9;0,93;1;7;0;82,5845849502257
1;0,92;0,84;0,84;7;0;82,584921317567
1;0,82;0,98;0,97;7;0;82,5851734825195
1;0,89;0,85;0,96;8;0;82,5858005630645
1;0,93;0,84;0,96;7;0;82,5858984551061
1;0,92;0,85;0,85;7;0;82,5865298264335
1;0,88;0,95;0,87;7;0;82,586770574379
1;0,87;0,97;0,99;7;0;82,5868830659426
1;0,94;0,8;0,98;7;0;82,5872440670887
1;0,92;0,87;0,91;7;0;82,588152860171
1;0,86;0,92;0,87;7;0;82,5884692276114
1;0,89;0,86;0,91;7;0;82,5887366677768
1;0,89;0,88;0,82;7;0;82,5889327273236
1;0,86;0,91;0,99;7;0;82,5889982366043
1;0,92;0,88;1;7;0;82,5890256439882
1;0,88;0,94;0,82;7;0;82,58912993698
1;0,87;0,91;0,84;7;0;82,5899817336111
1;0,92;0,86;0,87;7;0;82,5900438972505
1;0,83;0,98;0,93;7;0;82,5901166340916
1;0,85;0,96;0,84;7;0;82,5901320926159
1;0,9;0,91;0,83;7;0;82,5903014662376
1;0,91;0,82;0,86;7;0;82,5904243514288
1;0,91;0,8;0,94;7;0;82,5906622561055
1;0,86;0,96;0,84;7;0;82,5911981364643
1;0,93;0,82;0,89;7;0;82,5912120529075
1;0,9;0,86;0,82;7;0;82,591308104848
1;0,84;0,94;0,94;7;0;82,5914664436609
1;0,97;1;0,84;8;0;82,5915414171841
1;0,84;0,98;0,92;7;0;82,591816079651
1;0,9;0,84;0,88;7;0;82,5920518874837
1;0,9;0,83;0,83;8;0;82,5929770420332
1;0,89;0,89;0,8;7;0;82,5930185026242
1;0,81;0,96;0,91;8;0;82,5932022331671
1;0,85;0,92;0,95;8;0;82,5932680814285
1;0,87;0,92;0,81;7;0;82,5934043915844
1;0,85;0,94;0,85;7;0;82,5939593137613
1;0,85;0,97;0,87;7;0;82,5939797339834
1;0,88;0,96;0,99;7;0;82,5941632961346
1;0,91;0,81;0,89;7;0;82,5947890943841
1;0,82;0,95;0,96;8;0;82,5949355721983
1;0,88;0,89;0,85;7;0;82,5961032814559
1;0,87;0,9;0,9;7;0;82,5962110468909
1;0,88;0,88;0,92;7;0;82,5963491142964
1;0,9;0,82;0,95;8;0;82,5966061554189
1;0,85;0,98;0,94;7;0;82,5973757744729
1;0,87;0,96;0,87;7;0;82,5975245590658
1;0,91;0,86;0,81;7;0;82,5976985591753
1;0,89;0,87;0,85;7;0;82,5986326678569
1;0,91;0,9;0,9;7;0;82,5988204102458
1;0,83;0,95;0,98;7;0;82,5988727663066
1;0,89;0,85;0,95;8;0;82,5993152070826
1;0,85;0,93;0,9;7;0;82,5996828545336
1;0,98;0,99;0,8;8;0;82,5996865534665
1;0,9;0,93;0,99;7;0;82,5998254265618
1;0,93;0,8;0,87;7;0;82,6000296445558
1;0,9;0,83;0,94;7;0;82,6002366185379
1;0,91;0,89;0,85;7;0;82,6002964904991
1;0,86;0,91;0,87;8;0;82,6008297275528
1;0,86;0,91;0,98;7;0;82,601410989182
1;0,83;0,99;1;7;0;82,602315211128
1;0,87;0,9;0,81;8;0;82,6023658908537
1;0,84;0,96;0,86;7;0;82,6030885731186
1;0,93;0,83;0,91;7;0;82,6032065970616
1;0,87;0,94;0,8;7;0;82,6042791191272
1;0,83;0,96;0,91;7;0;82,6045131282552
1;0,92;0,88;0,99;7;0;82,604648014263
1;0,89;0,93;0,83;7;0;82,6052900104303
1;0,83;0,97;0,9;7;0;82,6063386487765
1;0,89;0,94;0,89;7;0;82,6066865292937
1;0,87;0,97;0,98;7;0;82,6069169427588
1;0,91;0,8;0,8;8;0;82,6078133570991
1;0,9;0,85;0,84;7;0;82,6080390266066
1;0,82;0,97;0,96;7;0;82,6085001595367
1;0,91;0,84;0,82;7;0;82,6091472489961
1;0,86;0,94;0,81;7;0;82,6092438054986
1;0,85;0,92;0,94;8;0;82,6094616526717
1;0,87;0,95;0,82;7;0;82,6095307039118
1;0,86;0,97;0,89;7;0;82,6099628161856
1;0,93;0,84;0,95;7;0;82,610134633523
1;0,8;0,97;0,87;8;0;82,6109447751369
1;0,85;0,95;0,83;7;0;82,6112517054931
1;0,82;0,95;0,95;8;0;82,6119788790412
1;0,94;0,8;0,97;7;0;82,612254346082
1;0,82;0,98;0,96;7;0;82,6126379419424
1;0,9;0,82;0,94;8;0;82,6126782054255
1;0,89;0,92;0,8;7;0;82,6127631556666
1;0,88;0,96;0,98;7;0;82,61292748467
1;0,91;0,8;0,93;7;0;82,6136026641195
1;0,89;0,86;0,9;7;0;82,6145020565979
1;0,89;0,85;0,94;8;0;82,6146149607634
1;0,86;0,91;0,97;7;0;82,6151185496525
1;0,84;0,97;0,87;7;0;82,6156323103616
1;0,84;0,94;0,93;7;0;82,6158791791952
1;0,91;0,85;0,81;7;0;82,6159359586585
1;0,9;0,92;0,87;7;0;82,6162174145358
1;0,9;0,93;0,98;7;0;82,6163689389037
1;0,88;0,88;0,83;8;0;82,6168397117646
1;0,83;0,94;1;8;0;82,6172722012676
1;0,91;0,87;0,81;7;0;82,6175128695265
1;0,83;0,95;0,97;7;0;82,6180686960256
1;0,92;0,81;0,84;7;0;82,6182240172843
1;0,88;0,88;0,91;7;0;82,619547588202
1;0,92;0,87;0,9;7;0;82,6197774401382
1;0,9;0,83;0,93;7;0;82,6207493434966
1;0,9;0,87;0,8;7;0;82,6209200192093
1;0,92;0,83;0,83;7;0;82,6209656919723
1;0,84;0,93;1;8;0;82,6215025307729
1;0,92;0,88;0,98;7;0;82,6215854637934
1;0,93;0,81;0,87;7;0;82,6234583644981
1;0,88;0,9;0,81;7;0;82,6236202450705
1;0,81;0,96;0,9;8;0;82,6237018314653
1;0,84;0,95;0,87;7;0;82,6237851843824
1;0,87;0,9;0,89;7;0;82,624857648767
1;0,83;0,98;0,92;7;0;82,6248772712416
1;0,83;0,99;0,99;7;0;82,6253016599565
1;0,92;0,8;0,85;7;0;82,6258104807171
1;0,9;0,84;0,87;7;0;82,6269318447953
1;0,83;0,94;0,99;8;0;82,6271245334899
1;0,91;0,88;0,82;7;0;82,6271912625719
1;0,86;0,92;0,86;7;0;82,6274759763958
1;0,85;0,92;0,93;8;0;82,6277207057846
1;0,84;0,98;0,91;7;0;82,627953311784
1;0,85;0,98;0,93;7;0;82,6283925295635
1;0,87;0,97;0,97;7;0;82,6284563843209
1;0,86;0,95;0,81;7;0;82,6288563389714
1;0,91;0,81;0,88;7;0;82,6293375442267
1;0,88;0,95;0,86;7;0;82,6294796845971
1;0,86;0,91;0,96;7;0;82,6302407231112
1;0,84;0,93;0,99;8;0;82,6306153196377
1;0,9;0,82;0,93;8;0;82,6307678211269
1;0,82;0,95;0,94;8;0;82,6309992822661
1;0,89;0,86;0,81;8;0;82,6314738048157
1;0,93;0,82;0,88;7;0;82,631480148511
1;0,91;0,9;0,89;7;0;82,6315441228131
1;0,85;0,93;0,89;7;0;82,6315746032629
1;0,89;0,85;0,93;8;0;82,6319017746668
1;0,91;0,83;0,83;7;0;82,6320067208637
1;0,92;0,86;0,86;7;0;82,6320452995373
1;0,9;0,9;0,8;7;0;82,6325026526171
1;0,88;0,96;0,97;7;0;82,6331615291734
1;0,97;1;0,83;8;0;82,6337078197888
1;0,91;0,82;0,85;7;0;82,633714623339
1;0,92;0,82;0,83;7;0;82,6338618494786
1;0,9;0,93;0,97;7;0;82,6343154326729
1;0,92;0,85;0,84;7;0;82,634683002947
1;0,82;0,97;0,95;7;0;82,6358454040206
1;0,93;0,84;0,94;7;0;82,636169619289
1;0,92;0,84;0,83;7;0;82,6365624622639
1;0,86;0,93;0,82;7;0;82,6370677395035
1;0,87;0,91;0,83;7;0;82,6378798193828
1;0,93;0,83;0,9;7;0;82,6380827394435
1;0,83;0,94;0,98;8;0;82,6382454126699
1;0,91;0,8;0,92;7;0;82,6385459299437
1;0,82;0,99;1;7;0;82,6386203383228
1;0,83;0,95;0,96;7;0;82,6388943457174
1;0,94;0,8;0,96;7;0;82,6389619517502
1;0,88;0,89;0,84;7;0;82,6394043700992
1;0,86;0,91;0,86;8;0;82,6399123945536
1;0,92;0,88;0,97;7;0;82,639937472363
1;0,83;0,96;0,9;7;0;82,6401651546644
1;0,85;0,97;0,86;7;0;82,6406216422728
1;0,84;0,93;0,98;8;0;82,6409538807859
1;0,87;0,96;0,86;7;0;82,6416435175247
1;0,89;0,87;0,84;7;0;82,6418830296105
1;0,82;0,98;0,95;7;0;82,6419450762049
1;0,84;0,94;0,92;7;0;82,6423702548164
1;0,85;0,94;0,84;7;0;82,6423784384181
1;0,9;0,91;0,82;7;0;82,6425667223172
1;0,89;0,86;0,89;7;0;82,6426568480432
1;0,89;0,94;0,88;7;0;82,6430396607265
1;0,9;0,83;0,92;7;0;82,6432030617399
1;0,89;0,88;0,81;7;0;82,6432194416186
1;0,85;0,96;0,83;7;0;82,6446048153728
1;0,86;0,96;0,83;7;0;82,6448558492101
1;0,88;0,88;0,9;7;0;82,644975299152
1;0,91;0,91;1;7;0;82,645683555759
1;0,9;0,86;0,81;7;0;82,6462823138169
1;0,88;0,94;0,81;7;0;82,646402003058
1;0,91;0,89;0,84;7;0;82,6464967289288
1;0,83;0,97;0,89;7;0;82,6464977234102
1;0,93;0,8;0,86;7;0;82,646707623383
1;0,86;0,91;0,95;7;0;82,6469047740579
1;0,85;0,92;0,92;8;0;82,6482646157511
1;0,83;0,99;0,98;7;0;82,6498470718753
1;0,86;0,97;0,88;7;0;82,6504796451124
1;0,83;0,94;0,97;8;0;82,6507827939218
1;0,9;0,83;0,82;8;0;82,6509097179648
1;0,9;0,82;0,92;8;0;82,6510911262879
1;0,89;0,85;0,92;8;0;82,6513935698787
1;0,87;0,97;0,96;7;0;82,6515949241386
1;0,84;0,96;0,85;7;0;82,6520174002692
1;0,82;0,95;0,93;8;0;82,6521939441588
1;0,84;0,93;0,97;8;0;82,6526659788559
1;0,87;0,92;0,8;7;0;82,6532203649953
1;0,92;0,87;0,89;7;0;82,6537232971626
1;0,9;0,93;0,96;7;0;82,6537685245642
1;0,86;0,98;1;7;0;82,6543523201675
1;0,84;0,99;1;7;0;82,6545397698998
1;0,88;0,96;0,96;7;0;82,6549625489883
1;0,9;0,85;0,83;7;0;82,6557126728511
1;0,87;0,9;0,88;7;0;82,6560851521661
1;0,8;0,97;0,86;8;0;82,6566721525094
1;0,99;0,99;1;8;0;82,6566875040335
1;0,9;0,92;0,86;7;0;82,6567107957641
1;0,81;0,96;0,89;8;0;82,6572857305181
1;0,91;0,86;0,8;7;0;82,6575911603304
1;0,89;0,85;1;7;0;82,6576655804277
1;0,89;0,93;0,82;7;0;82,6582807821397
1;0,82;0,96;1;7;0;82,6589031241205
1;0,92;0,88;0,96;7;0;82,659807245061
1;0,91;0,91;0,99;7;0;82,6605965547043
1;0,85;0,98;0,92;7;0;82,6614380219057
1;0,83;0,95;0,95;7;0;82,6614650935447
1;0,83;0,98;0,91;7;0;82,6618194276214
1;0,82;0,99;0,99;7;0;82,6623575454591
1;0,94;0,81;1;7;0;82,6629220423661
1;0,84;0,97;0,86;7;0;82,6630796134685
1;0,99;0,99;0,99;8;0;82,6633056652167
1;0,93;0,84;0,93;7;0;82,6641069311317
1;0,9;0,84;0,86;7;0;82,6646955351303
1;0,83;0,94;0,96;8;0;82,664897495446
1;0,82;0,97;0,94;7;0;82,6651220969989
1;0,86;0,91;0,94;7;0;82,6652451617333
1;0,91;0,8;0,91;7;0;82,6656346257001
1;0,91;0,84;0,81;7;0;82,6657876159163
1;0,84;0,93;0,96;8;0;82,6659127499947
1;0,85;0,93;0,88;7;0;82,6660936013238
1;0,84;0,98;0,9;7;0;82,6663339662556
1;0,91;0,81;0,87;7;0;82,666623575659
1;0,91;0,9;0,88;7;0;82,6666958979413
1;0,94;0,8;0,95;7;0;82,6674554945563
1;0,9;0,83;0,91;7;0;82,6677477457111
1;0,85;0,95;0,82;7;0;82,6678186976397
1;0,84;0,95;0,86;7;0;82,6679138264583
1;0,87;0,95;0,81;7;0;82,6680767062753
1;0,89;0,85;0,99;7;0;82,6680924336888
1;0,86;0,92;0,85;7;0;82,6695506691952
1;0,93;0,81;0,86;7;0;82,6695805436811
1;0,99;0,99;0,98;8;0;82,6707081073696
1;0,87;0,89;1;8;0;82,6707093041772
1;0,92;0,81;0,83;7;0;82,6709138517751
1;0,84;0,94;0,91;7;0;82,6710769313339
1;0,86;0,94;0,8;7;0;82,6712359958653
1;0,85;0,92;0,91;8;0;82,6713281381007
1;0,87;0,9;0,8;8;0;82,6717683160245
1;0,88;0,88;0,89;7;0;82,6727956459062
1;0,82;0,98;0,94;7;0;82,673184766738
1;0,89;0,85;0,91;8;0;82,6733244645962
1;0,89;0,86;0,88;7;0;82,6733656706686
1;0,9;0,82;0,91;8;0;82,6738799303109
1;0,88;0,88;0,82;8;0;82,6739534953399
1;0,86;0,98;0,99;7;0;82,6742736589693
1;0,93;0,82;0,87;7;0;82,6743220399633
1;0,9;0,93;0,95;7;0;82,674834974772
1;0,88;0,95;0,85;7;0;82,6749320337403
1;0,93;0,83;0,89;7;0;82,6753011636674
1;0,92;0,8;0,84;7;0;82,6755559866718
1;0,82;0,95;0,92;8;0;82,6757731990529
