"Ganul";"Delta.M1";"Delta.Inter";"Delta.COV";"Indic_COVID";"Usa_Vel";"Error"
1;0,85;0,99;0,99;8;0;0,148762732755714
1;0,87;0,98;1;7;0;0,148770448109078
1;0,99;0,96;0,99;8;0;0,148772415771382
1;0,99;0,99;1;8;0;0,148775389170147
1;0,89;0,91;0,99;8;0;0,148776017739879
1;0,91;0,91;1;8;0;0,148779043054928
1;0,93;0,86;1;7;0;0,148788073258472
1;0,96;0,8;1;8;0;0,148793727578246
1;0,98;0,93;1;7;0;0,148799374097845
1;0,95;0,83;1;7;0;0,148800123002507
1;0,9;0,89;0,99;8;0;0,148802320127369
1;0,88;0,93;0,99;8;0;0,14880412431296
1;0,94;0,8;0,99;8;0;0,148804312786715
1;0,95;0,82;1;8;0;0,148806765139884
1;0,86;0,97;0,99;8;0;0,148812486230468
1;0,87;0,95;0,99;8;0;0,148816899796683
1;0,93;0,82;0,99;8;0;0,148826917513783
1;0,86;1;1;7;0;0,148863675145497
1;0,97;0,8;1;7;0;0,148878195035018
1;0,94;0,84;1;8;0;0,148884406612661
1;0,95;0,98;1;7;0;0,148889742771634
1;0,92;0,84;0,99;8;0;0,148894286316444
1;0,94;0,84;1;7;0;0,148895454626105
1;0,88;0,96;1;8;0;0,148900384606447
1;0,96;0,81;1;7;0;0,148908420390174
1;0,89;0,93;1;7;0;0,148912837547707
1;0,96;0,96;1;7;0;0,148924328883473
1;0,92;0,87;1;7;0;0,148946012406815
1;0,9;0,91;1;7;0;0,148959483355241
1;0,91;0,89;1;7;0;0,148967672085362
1;0,88;0,95;1;7;0;0,148968700309161
1;0,93;0,86;1;8;0;0,148985843970059
1;0,95;0,82;1;7;0;0,148998521793693
1;0,99;0,93;1;7;0;0,149002338795251
1;0,93;0,85;1;7;0;0,149004574064468
1;1;0,99;1;8;0;0,149019224061187
1;0,97;0,98;0,99;8;0;0,149035697064843
1;0,87;0,97;1;7;0;0,149056789087529
1;0,89;0,94;1;8;0;0,149059662116128
1;0,91;0,86;0,99;8;0;0,149061321101693
1;0,93;0,81;0,99;8;0;0,149069211874349
1;0,84;1;0,99;8;0;0,149071796963767
1;1;0,96;0,99;8;0;0,149076417030409
1;1;0,93;1;7;0;0,149080089870586
1;0,86;0,99;1;8;0;0,149081508302488
1;0,97;0,95;1;7;0;0,149098660604672
1;0,96;0,8;1;7;0;0,149100871412289
1;0,94;0,83;1;7;0;0,14910203790227
1;0,92;0,88;1;8;0;0,149103480097474
1;0,98;0,97;0,99;8;0;0,149111887754927
1;0,98;0,94;1;7;0;0,149134895914375
1;0,95;0,81;1;8;0;0,149137963274302
1;0,92;0,83;0,99;8;0;0,149148860349067
1;0,86;0,99;1;7;0;0,149160168490654
1;0,98;1;1;8;0;0,149160690874507
1;0,85;0,98;0,99;8;0;0,149162515980445
1;0,92;0,86;1;7;0;0,149167981778939
1;0,89;0,92;1;7;0;0,149173881027743
1;0,95;0,81;1;7;0;0,149197090346038
1;0,91;0,88;1;7;0;0,149200332911419
1;0,87;0,94;0,99;8;0;0,149201683299662
1;0,9;0,9;1;7;0;0,149205043948698
1;0,86;0,96;0,99;8;0;0,149210342481152
1;0,93;0,84;1;7;0;0,149217139190018
1;0,9;0,92;1;8;0;0,149222669374401
1;0,95;0,99;1;7;0;0,149227011863976
1;0,94;0,83;1;8;0;0,149230440104866
1;0,91;0,9;1;8;0;0,149230661760648
1;0,88;0,94;1;7;0;0,149245369631681
1;0,87;0,97;1;8;0;0,149278690011916
1;0,9;0,88;0,99;8;0;0,149281601991254
1;0,88;0,92;0,99;8;0;0,149287166525063
1;0,96;1;0,99;8;0;0,149301288968296
1;0,93;0,8;0,99;8;0;0,149303274858386
1;0,96;0,97;1;7;0;0,149304887082493
1;0,94;0,82;1;7;0;0,149306213503221
1;0,89;0,9;0,99;8;0;0,149317027063054
1;0,87;0,96;1;7;0;0,14934415096174
1;0,93;0,85;1;8;0;0,14935369723428
1;0,99;0,94;1;7;0;0,149372815557086
1;0,92;0,85;1;7;0;0,149382174031676
1;0,95;0,8;1;7;0;0,149394190128088
1;0,85;1;1;8;0;0,149398807714589
1;0,89;0,91;1;7;0;0,149420937277726
1;0,91;0,87;1;7;0;0,149422608072566
1;0,93;0,83;1;7;0;0,149424140719771
1;0,9;0,89;1;7;0;0,149437721094265
1;0,86;0,98;1;7;0;0,149454307933295
1;0,88;0,95;1;8;0;0,149456900805882
1;0,95;0,8;1;8;0;0,149461665989719
1;1;0,94;1;7;0;0,149470392254817
1;0,84;0,99;0,99;8;0;0,149477916064034
1;0,92;0,82;0,99;8;0;0,149500366572029
1;0,92;0,87;1;8;0;0,149501816098261
1;0,91;0,85;0,99;8;0;0,149502900917778
1;0,94;0,81;1;7;0;0,149506481842295
1;0,97;0,96;1;7;0;0,149508716559168
1;0,88;0,93;1;7;0;0,149510345957132
1;0,85;1;1;7;0;0,149518172677441
1;0,98;0,95;1;7;0;0,149536680610407
1;0,85;0,97;0,99;8;0;0,149564098554102
1;0,94;0,82;1;8;0;0,149567623274276
1;0,95;1;1;7;0;0,149575568987711
1;0,89;0,93;1;8;0;0,149585795706123
1;0,92;0,84;1;7;0;0,149587166416944
1;0,86;0,95;0,99;8;0;0,149603958452944
1;0,93;0,82;1;7;0;0,14962427304261
1;0,87;0,95;1;7;0;0,149625934401061
1;0,91;0,86;1;7;0;0,149632782292225
1;0,86;0,98;1;8;0;0,149649610741449
1;0,89;0,9;1;7;0;0,149650017816703
1;0,9;0,88;1;7;0;0,149655074546679
1;0,91;0,89;1;8;0;0,149668155008812
1;0,94;0,8;1;7;0;0,149701597479827
1;0,9;0,91;1;8;0;0,149705169114354
1;0,93;0,84;1;8;0;0,149710710545831
1;0,99;0,97;0,99;8;0;0,149732699732353
1;0,96;0,98;1;7;0;0,149736856234387
1;0,86;0,97;1;7;0;0,149746839899895
1;0,88;0,92;1;7;0;0,149757229366473
1;0,99;1;1;8;0;0,149768541093507
1;0,9;0,87;0,99;8;0;0,149768559784572
1;0,92;0,83;1;7;0;0,149781901231389
1;0,87;0,93;0,99;8;0;0,149787145572479
1;0,83;1;0,99;8;0;0,149791481375734
1;0,99;0,95;1;7;0;0,149808826701882
1;0,93;0,81;1;7;0;0,149816503260476
1;0,85;0,99;1;7;0;0,149824450444657
1;0,91;0,85;1;7;0;0,149831697009653
1;0,87;0,96;1;8;0;0,149850499982287
1;0,89;0,89;0,99;8;0;0,149860207291573
1;0,92;0,81;0,99;8;0;0,149873074119465
1;0,84;0,98;0,99;8;0;0,14988211283215
1;0,92;0,86;1;8;0;0,149886783926194
1;0,9;0,87;1;7;0;0,149890478426099
1;0,87;0,94;1;7;0;0,149894109450455
1;0,88;0,91;0,99;8;0;0,149894180966156
1;0,94;0,81;1;8;0;0,149895685099047
1;0,89;0,89;1;7;0;0,149901027420867
1;0,91;0,84;0,99;8;0;0,149922722409409
1;1;0,95;1;7;0;0,149923692390247
1;0,85;0,96;0,99;8;0;0,149963288359248
1;0,92;0,82;1;7;0;0,149965620718632
1;0,85;0,99;1;8;0;0,149969787736714
1;0,97;0,97;1;7;0;0,149982763005046
1;1;1;1;8;0;0,149992737883712
1;0,93;0,8;1;7;0;0,150000026417641
1;0,88;0,91;1;7;0;0,150000391082616
1;0,97;0,99;0,99;8;0;0,150004095778359
1;0,98;0,96;1;7;0;0,150005947134554
1;0,88;0,94;1;8;0;0,150009065275651
1;0,86;0,96;1;7;0;0,150032899662189
1;1;0,97;0,99;8;0;0,150040043569817
1;0,91;0,84;1;7;0;0,150051752684817
1;0,93;0,83;1;8;0;0,150056525509071
1;0,91;0,88;1;8;0;0,150089831311956
1;0,89;0,92;1;8;0;0,150098377379763
1;0,98;0,98;0,99;8;0;0,150110173090546
1;0,9;0,86;1;7;0;0,150121541677886
1;0,85;0,98;1;7;0;0,150123415335821
1;0,87;0,93;1;7;0;0,150140927741704
1;0,89;0,88;1;7;0;0,150146364146046
1;0,92;0,81;1;7;0;0,150150820211987
1;0,84;1;1;7;0;0,150160563217906
1;0,9;0,9;1;8;0;0,150170973391365
1;0,83;0,99;0,99;8;0;0,15020124158557
1;0,96;0,99;1;7;0;0,150208978193287
1;0,94;0,8;1;8;0;0,150214398504925
1;0,9;0,86;0,99;8;0;0,150228745764249
1;0,92;0,8;0,99;8;0;0,150229008228542
1;0,86;0,97;1;8;0;0,150229072138129
1;0,86;0,94;0,99;8;0;0,150231392439864
1;0,84;1;1;8;0;0,150243349275881
1;0,92;0,85;1;8;0;0,150257794961793
1;0,91;0,83;1;7;0;0,150259888061631
1;0,88;0,9;1;7;0;0,150264030415799
1;0,84;0,97;0,99;8;0;0,150284299287053
1;0,86;0,95;1;7;0;0,150304466162712
1;0,91;0,83;0,99;8;0;0,150321136968746
1;0,9;0,85;1;7;0;0,150337997425213
1;0,92;0,8;1;7;0;0,150342428491186
1;0,99;0,96;1;7;0;0,150347883709559
1;0,89;0,88;0,99;8;0;0,150371946285757
1;0,89;0,87;1;7;0;0,150374249701208
1;0,93;0,82;1;8;0;0,150390879295286
1;0,87;0,92;1;7;0;0,1503961495633
1;0,85;0,97;1;7;0;0,150413988304438
1;0,87;0,95;1;8;0;0,150422512771932
1;0,87;0,92;0,99;8;0;0,150426870124762
1;0,91;0,82;1;7;0;0,150455770444687
1;0,88;0,9;0,99;8;0;0,150467646044101
1;0,84;0,99;1;7;0;0,150470981416353
1;0,91;0,87;1;8;0;0,150494497618999
1;0,82;1;0,99;8;0;0,150507064406862
1;0,88;0,89;1;7;0;0,150507908063955
1;0,9;0,84;1;7;0;0,150539496395556
1;1;0,96;1;7;0;0,150545804854333
1;0,88;0,93;1;8;0;0,15054899469778
1;0,85;0,98;1;8;0;0,150551248841963
1;0,86;0,94;1;7;0;0,150552656355236
1;0,85;0,95;0,99;8;0;0,150579847650918
1;0,89;0,86;1;7;0;0,150584097003739
1;0,89;0,91;1;8;0;0,150592377969912
1;0,97;0,98;1;7;0;0,150595724705508
1;0,83;0,98;0,99;8;0;0,1506057869796
1;0,92;0,84;1;8;0;0,150614463962526
1;0,9;0,89;1;8;0;0,15061751594498
1;0,98;0,97;1;7;0;0,150630703709921
1;0,91;0,81;1;7;0;0,15063926069273
1;0,87;0,91;1;7;0;0,150660977642442
1;0,9;0,85;0,99;8;0;0,150662347939514
1;0,85;0,96;1;7;0;0,150689678344615
1;0,91;0,82;0,99;8;0;0,150698632626608
1;0,93;0,81;1;8;0;0,150713591358411
1;0,9;0,83;1;7;0;0,150725991008958
1;0,88;0,88;1;7;0;0,150730668954457
1;0,84;0,98;1;7;0;0,150768151166511
1;0,89;0,85;1;7;0;0,150775831893369
1;0,86;0,93;1;7;0;0,150807921151366
1;0,91;0,8;1;7;0;0,150810370846697
1;0,86;0,96;1;8;0;0,150813692708921
1;0,83;1;1;7;0;0,150818346973177
1;0,84;0,99;1;8;0;0,150825686351235
1;0,99;0,98;0,99;8;0;0,150833633227951
1;0,96;1;1;7;0;0,150835092680181
1;0,84;0,96;0,99;8;0;0,15084604503552
1;0,89;0,87;0,99;8;0;0,150851649355972
1;0,91;0,86;1;8;0;0,150881383167426
1;0,9;0,82;1;7;0;0,150897661794919
1;0,86;0,93;0,99;8;0;0,150901372804411
1;0,87;0,9;1;7;0;0,150902692342996
1;0,82;0,99;0,99;8;0;0,150917153980963
1;0,88;0,87;1;7;0;0,150931850000062
1;0,85;0,95;1;7;0;0,150941300367909
1;0,89;0,84;1;7;0;0,15094976529521
1;0,92;0,83;1;8;0;0,150956573261902
1;0,87;0,94;1;8;0;0,15098546084103
1;0,88;0,89;0,99;8;0;0,151004919902381
1;0,93;0,8;1;8;0;0,151024551268766
1;0,87;0,91;0,99;8;0;0,151030632469637
1;0,9;0,88;1;8;0;0,15104302819875
1;0,84;0,97;1;7;0;0,151049275572442
1;0,9;0,81;1;7;0;0,151054856212951
1;0,91;0,81;0,99;8;0;0,151055792407134
1;0,89;0,9;1;8;0;0,15106396151822
1;0,88;0,92;1;8;0;0,151069725211357
1;0,9;0,84;0,99;8;0;0,151069882415912
1;0,86;0,92;1;7;0;0,151073982994462
1;0,83;0,97;0,99;8;0;0,151079011929196
1;0,99;0,97;1;7;0;0,151081485489153
1;0,83;1;1;8;0;0,151091226444973
1;0,89;0,83;1;7;0;0,151106482814461
1;0,88;0,86;1;7;0;0,151111683003222
1;0,87;0,89;1;7;0;0,151119650943508
1;0,83;0,99;1;7;0;0,151127535398229
1;0,85;0,97;1;8;0;0,151141381956904
1;0,85;0,94;1;7;0;0,151186825058422
1;0,81;1;0,99;8;0;0,151192560126042
1;0,9;0,8;1;7;0;0,151198039253658
1;1;0,98;0,99;8;0;0,151209456747577
1;0,97;1;0,99;8;0;0,151215845895123
1;0,89;0,82;1;7;0;0,151246754117158
1;0,91;0,85;1;8;0;0,151250063559264
1;0,88;0,85;1;7;0;0,151270904709903
1;0,85;0,94;0,99;8;0;0,151276103483816
1;0,92;0,82;1;8;0;0,151284041151241
1;1;0,97;1;7;0;0,151290519054929
1;0,89;0,86;0,99;8;0;0,151299449553436
1;0,84;0,96;1;7;0;0,151306446799708
1;0,87;0,88;1;7;0;0,151311427551039
1;0,86;0,91;1;7;0;0,151314022006539
1;0,82;0,98;0,99;8;0;0,151318091225482
1;0,97;0,99;1;7;0;0,151345383004959
1;0,98;0,99;0,99;8;0;0,151349582702921
1;0,89;0,81;1;7;0;0,151371461455729
1;0,91;0,8;0,99;8;0;0,151393262071703
1;0,86;0,95;1;8;0;0,151393999218372
1;0,98;0,98;1;7;0;0,151401669605874
1;0,88;0,84;1;7;0;0,151410590956451
1;0,84;0,98;1;8;0;0,151416208389861
1;0,83;0,98;1;7;0;0,151416754475517
1;0,9;0,87;1;8;0;0,151446426828652
1;0,9;0,83;0,99;8;0;0,151452097281409
1;0,85;0,93;1;7;0;0,151454815568066
1;0,82;1;1;7;0;0,151473819172822
1;0,87;0,87;1;7;0;0,151478548135672
1;0,89;0,8;1;7;0;0,151481545214738
1;0,88;0,88;0,99;8;0;0,151504783344635
1;0,89;0,89;1;8;0;0,151510465166933
1;0,86;0,9;1;7;0;0,151525848599701
1;0,87;0,93;1;8;0;0,151530374192957
1;0,88;0,83;1;7;0;0,151532021469854
1;0,86;0,92;0,99;8;0;0,151534911016619
1;0,84;0,95;1;7;0;0,151535666933926
1;0,84;0,95;0,99;8;0;0,151562810433141
1;0,88;0,91;1;8;0;0,151565709126513
1;0,87;0,9;0,99;8;0;0,151594150757321
1;0,92;0,81;1;8;0;0,151596894616138
1;0,81;0,99;0,99;8;0;0,15159971872506
1;0,91;0,84;1;8;0;0,151600390897157
1;0,87;0,86;1;7;0;0,151622217237443
1;0,83;0,99;1;8;0;0,15168141638624
1;0,83;0,97;1;7;0;0,15168163728592
1;0,85;0,92;1;7;0;0,151694609247373
1;0,86;0,89;1;7;0;0,151708895701537
1;0,89;0,85;0,99;8;0;0,151716016186381
1;0,85;0,96;1;8;0;0,151732504791522
1;0,82;0,99;1;7;0;0,151776709217808
1;0,84;0,94;1;7;0;0,151806509453431
1;0,83;0,96;0,99;8;0;0,151808911940783
1;0,9;0,82;0,99;8;0;0,15180989672791
1;0,9;0,86;1;8;0;0,151827189368737
1;0,8;1;0,99;8;0;0,151845950406367
1;0,86;0,88;1;7;0;0,151863898480216
1;0,87;0,85;1;7;0;0,151866109705639
1;0,88;0,82;1;7;0;0,151866188795629
1;0,92;0,8;1;8;0;0,151895246297117
1;0,85;0,91;1;7;0;0,151903139767747
1;0,83;0,96;1;7;0;0,15191311702823
1;0,82;1;1;8;0;0,151928183706785
1;0,89;0,88;1;8;0;0,151930271079687
1;0,91;0,83;1;8;0;0,151932432695481
1;0,85;0,93;0,99;8;0;0,15193799480398
1;0,86;0,94;1;8;0;0,151959472223021
1;0,99;0,98;1;7;0;0,151961386886942
1;0,88;0,87;0,99;8;0;0,151967142927765
1;0,84;0,97;1;8;0;0,152011697064621
1;0,82;0,97;0,99;8;0;0,152014854348962
1;0,88;0,9;1;8;0;0,152032968642039
1;0,84;0,93;1;7;0;0,152047997535762
1;0,87;0,92;1;8;0;0,152049621712015
1;0,82;0,98;1;7;0;0,152052320922693
1;0,85;0,9;1;7;0;0,152079411556176
1;0,86;0,87;1;7;0;0,152097034272719
1;0,81;1;1;7;0;0,152099453585628
1;0,89;0,84;0,99;8;0;0,152109150927843
1;0,87;0,89;0,99;8;0;0,152115152495567
1;0,86;0,91;0,99;8;0;0,152125479165493
1;0,9;0,81;0,99;8;0;0,152144282508771
1;0,99;0,99;0,99;8;0;0,152150121007296
1;0,83;0,95;1;7;0;0,152166057840544
1;0,81;0,98;0,99;8;0;0,152169189680451
1;0,88;0,81;1;7;0;0,152180016678203
1;0,9;0,85;1;8;0;0,152185234706848
1;0,85;0,89;1;7;0;0,152224180427539
1;0,87;0,84;1;7;0;0,152242088408271
1;0,91;0,82;1;8;0;0,152246420330155
1;1;0,98;1;7;0;0,152247826415517
1;0,84;0,94;0,99;8;0;0,152250164457711
1;0,84;0,92;1;7;0;0,152255864304177
1;0,83;0,98;1;8;0;0,152276621497769
1;0,8;0,99;0,99;8;0;0,152281546321408
1;0,82;0,97;1;7;0;0,152294905643062
1;0,85;0,95;1;8;0;0,152313765885052
1;0,89;0,87;1;8;0;0,152322630551358
1;0,97;1;1;7;0;0,152352489071274
1;0,81;0,99;1;7;0;0,15239131688038
1;0,88;0,86;0,99;8;0;0,152409776038792
1;0,83;0,94;1;7;0;0,152411204134925
1;0,98;0,99;1;7;0;0,152422686915553
1;0,84;0,91;1;7;0;0,152428305061007
1;0,88;0,89;1;8;0;0,152469017465027
1;0,9;0,8;0,99;8;0;0,152470904239414
1;0,89;0,83;0,99;8;0;0,152484829656909
1;0,88;0,8;1;7;0;0,152495447975568
1;0,86;0,93;1;8;0;0,152500299955674
1;1;0,99;0,99;8;0;0,152508245678062
1;0,83;0,95;0,99;8;0;0,15251693396315
1;0,86;0,86;1;7;0;0,152519263289088
1;0,9;0,84;1;8;0;0,152520816997566
1;0,82;0,96;1;7;0;0,152522363288096
1;0,82;0,99;1;8;0;0,15252265133479
1;0,87;0,91;1;8;0;0,152537433090937
1;0,91;0,81;1;8;0;0,152542706676518
1;0,85;0,92;0,99;8;0;0,152556214921787
1;0,84;0,9;1;7;0;0,152575955585282
1;0,84;0,96;1;8;0;0,152603029733127
1;0,87;0,88;0,99;8;0;0,152606769620446
1;0,87;0,83;1;7;0;0,15260959150758
1;0,83;0,93;1;7;0;0,152621362419808
1;0,85;0,88;1;7;0;0,152636207430053
1;0,81;0,98;1;7;0;0,152648200274298
1;0,86;0,9;0,99;8;0;0,152669182314362
1;0,98;1;0,99;8;0;0,15267568659649
1;0,89;0,86;1;8;0;0,152687479834301
1;0,8;1;1;7;0;0,152692138528562
1;0,81;1;1;8;0;0,152729176151983
1;0,82;0,96;0,99;8;0;0,152736920678121
1;0,82;0,95;1;7;0;0,152772787527857
1;0,83;0,92;1;7;0;0,152793519938073
1;0,88;0,85;0,99;8;0;0,15282146949166
1;0,91;0,8;1;8;0;0,152821732023531
1;0,89;0,82;0,99;8;0;0,152831923380247
1;0,9;0,83;1;8;0;0,152834436163565
1;0,81;0,97;1;7;0;0,152863201818231
1;0,83;0,97;1;8;0;0,152872199567154
1;0,88;0,88;1;8;0;0,152872654980329
1;0,85;0,94;1;8;0;0,152873617897245
1;0,84;0,93;0,99;8;0;0,152895808522358
1;0,81;0,97;0,99;8;0;0,152897764511511
1;0,86;0,85;1;7;0;0,152940938958547
1;0,83;0,91;1;7;0;0,152946381101048
1;0,87;0,82;1;7;0;0,15296661087528
1;0,8;0,99;1;7;0;0,152968624066655
1;0,82;0,94;1;7;0;0,152988033911383
1;0,87;0,9;1;8;0;0,152990004821393
1;0,86;0,92;1;8;0;0,153008503456054
1;0,8;0,98;0,99;8;0;0,153010078690723
1;0,89;0,85;1;8;0;0,153025269895199
1;0,99;0,99;1;7;0;0,153066152763962
1;0,87;0,87;0,99;8;0;0,153067651941439
1;0,84;0,89;1;7;0;0,153081063350695
1;0,85;0,87;1;7;0;0,153099657679185
1;0,81;0,96;1;7;0;0,153109240018148
1;0,82;0,98;1;8;0;0,153118196900794
1;0,85;0,91;0,99;8;0;0,153124592088815
1;0,9;0,82;1;8;0;0,153126765070453
1;0,89;0,81;0,99;8;0;0,153151968275139
1;0,82;0,93;1;7;0;0,153163618180918
1;0,84;0,95;1;8;0;0,153178155036286
1;0,83;0,94;0,99;8;0;0,153188213458845
1;0,86;0,89;0,99;8;0;0,153190493561293
1;0,88;0,84;0,99;8;0;0,153197951450671
1;0,8;0,98;1;7;0;0,153202225307331
1;0,88;0,87;1;8;0;0,153248350355847
1;0,87;0,81;1;7;0;0,153293344916905
1;0,82;0,92;1;7;0;0,153298101601695
1;0,81;0,99;1;8;0;0,153324353957234
1;0,81;0,95;1;7;0;0,153331853756942
1;0,86;0,84;1;7;0;0,153337889287274
1;1;0,99;1;7;0;0,153344621329641
1;0,89;0,84;1;8;0;0,153353578151045
1;0,85;0,93;1;8;0;0,153401729153804
1;0,87;0,89;1;8;0;0,15340533454959
1;0,9;0,81;1;8;0;0,153408868619809
1;0,8;0,97;1;7;0;0,153419857347634
1;0,82;0,95;0,99;8;0;0,15342995777758
1;0,89;0,8;0,99;8;0;0,153446539400722
1;0,83;0,96;1;8;0;0,153457702732482
1;0,83;0,9;1;7;0;0,15347675762677
1;0,86;0,91;1;8;0;0,153478440718574
1;0,87;0,86;0,99;8;0;0,153485747564397
1;0,84;0,92;0,99;8;0;0,153490698296753
1;0,8;1;1;8;0;0,153492890971749
1;0,99;1;0,99;8;0;0,153498491494421
1;0,81;0,94;1;7;0;0,153514295585705
1;0,88;0,83;0,99;8;0;0,153541172653214
1;0,98;1;1;7;0;0,153543730570008
1;0,85;0,86;1;7;0;0,1535506354702
1;0,84;0,88;1;7;0;0,153591835263415
1;0,87;0,8;1;7;0;0,153592103676739
1;0,81;0,96;0,99;8;0;0,153606613101508
1;0,88;0,86;1;8;0;0,15360944908154
1;0,8;0,96;1;7;0;0,153651538578361
1;0,81;0,93;1;7;0;0,153653577918418
1;0,89;0,83;1;8;0;0,153657386693327
1;0,86;0,88;0,99;8;0;0,153665584848798
1;0,85;0,9;0,99;8;0;0,153671320169994
1;0,9;0,8;1;8;0;0,153675130733987
1;0,86;0,83;1;7;0;0,153698053494679
1;0,82;0,97;1;8;0;0,153708799875199
1;0,84;0,94;1;8;0;0,15372479655458
1;0,8;0,97;0,99;8;0;0,153727603535096
1;0,9;0,95;0,98;8;0;0,153761062739755
1;0,9;0,94;0,98;8;0;0,153761133090974
1;0,9;0,93;0,98;8;0;0,153780562267888
1;0,9;0,96;0,98;8;0;0,153781377835748
1;0,91;0,93;0,98;8;0;0,153782158137975
1;0,91;0,92;0,98;8;0;0,153792840491456
1;0,91;0,94;0,98;8;0;0,153794506307074
1;0,89;0,96;0,98;8;0;0,153794741790234
1;0,89;0,95;0,98;8;0;0,15380173579554
1;0,89;0,97;0,98;8;0;0,153802933472295
1;0,87;0,88;1;8;0;0,153806552639038
1;0,83;0,93;0,99;8;0;0,153810547052098
1;0,82;0,91;1;7;0;0,153816049376204
1;0,9;0,92;0,98;8;0;0,153816752364701
1;0,9;0,97;0,98;8;0;0,153820699014225
1;0,89;0,98;0,98;8;0;0,153822937471755
1;0,91;0,91;0,98;8;0;0,153823312312089
1;0,89;0,94;0,98;8;0;0,153824236339853
1;1;1;0,99;8;0;0,153830152671138
1;0,91;0,95;0,98;8;0;0,153832017409747
1;0,8;0,95;1;7;0;0,153843649310048
1;0,89;0,99;0,98;8;0;0,153847483262125
1;0,88;0,82;0,99;8;0;0,153853235392182
1;0,89;0,93;0,98;8;0;0,153860434281939
1;0,87;0,85;0,99;8;0;0,153863120422432
1;0,89;1;0,98;8;0;0,153864630002447
1;0,9;0,91;0,98;8;0;0,153866283862713
1;0,91;0,9;0,98;8;0;0,153869834932007
1;0,92;0,91;0,98;8;0;0,153872541544595
1;0,9;0,98;0,98;8;0;0,153874427935741
1;0,92;0,92;0,98;8;0;0,153878108462197
1;0,9;0,96;0,99;7;0;0,153889668507887
1;0,92;0,9;0,98;8;0;0,153889993929542
1;0,85;0,92;1;8;0;0,153890145137633
1;0,91;0,96;0,98;8;0;0,153894976110545
1;0,9;0,95;0,99;7;0;0,153900017328131
1;0,9;0,97;0,99;7;0;0,153902108386641
1;0,91;0,94;0,99;7;0;0,153906234608986
1;0,89;0,92;0,98;8;0;0,153907289136783
1;0,92;0,93;0,98;8;0;0,15391055855057
1;0,86;0,9;1;8;0;0,153913732410647
1;0,81;0,98;1;8;0;0,153916035322888
1;0,91;0,95;0,99;7;0;0,153917575699335
1;0,89;1;0,99;7;0;0,153917727961802
1;0,89;0,99;0,99;7;0;0,15391777852277
1;0,89;0,98;0,99;7;0;0,153918225736121
1;0,91;0,93;0,99;7;0;0,153922242524841
1;0,9;0,9;0,98;8;0;0,153925501348136
1;0,92;0,89;0,98;8;0;0,153926388647634
1;0,91;0,89;0,98;8;0;0,153928618817514
1;0,89;0,97;0,99;7;0;0,153929188006199
1;0,9;0,94;0,99;7;0;0,153931243117417
1;0,9;0,99;0,98;8;0;0,153934022438001
1;0,9;0,98;0,99;7;0;0,153935582793887
1;0,89;0,82;1;8;0;0,153936097766653
1;0,88;0,85;1;8;0;0,153938242519388
1;0,89;0,96;0,99;7;0;0,153954920276769
1;0,85;0,85;1;7;0;0,153957138351405
1;0,91;0,96;0,99;7;0;0,153959425425406
1;0,91;0,92;0,99;7;0;0,153960762101718
1;0,89;0,91;0,98;8;0;0,153961283729577
1;0,92;0,94;0,98;8;0;0,153973064598575
1;0,92;0,88;0,98;8;0;0,153977762491664
1;0,9;0,93;0,99;7;0;0,153979140095779
1;0,91;0,97;0,98;8;0;0,153981029313846
1;0,92;0,92;0,99;7;0;0,153982621902172
1;0,9;0,99;0,99;7;0;0,153983400475642
1;0,9;0,89;0,98;8;0;0,153990910593744
1;0,92;0,93;0,99;7;0;0,153991134345104
1;0,8;0,94;1;7;0;0,153991627628151
1;0,89;0,95;0,99;7;0;0,153995080003563
1;0,91;0,88;0,98;8;0;0,153996110534865
1;0,92;0,91;0,99;7;0;0,154002735388581
1;0,88;1;0,98;8;0;0,154011468152252
1;0,91;0,91;0,99;7;0;0,154016295558539
1;0,88;0,98;0,98;8;0;0,154018399982226
1;0,88;0,99;0,98;8;0;0,15401886227749
1;0,89;0,9;0,98;8;0;0,154018966346801
1;0,83;0,95;1;8;0;0,154020129690444
1;0,88;0,97;0,98;8;0;0,154020845009855
1;0,9;1;0,98;8;0;0,154024287834638
1;0,86;0,82;1;7;0;0,154024328918226
1;0,83;0,89;1;7;0;0,154025218847689
1;0,91;0,97;0,99;7;0;0,15403202691058
1;0,88;0,96;0,98;8;0;0,154032184958516
1;0,92;0,94;0,99;7;0;0,154033828765854
1;0,9;0,92;0,99;7;0;0,154038443515012
1;0,92;0,87;0,98;8;0;0,154040463230119
1;0,92;0,9;0,99;7;0;0,154045586519087
1;0,89;0,94;0,99;7;0;0,15404621146195
1;0,88;0,95;0,98;8;0;0,154054556109198
1;0,9;0,88;0,98;8;0;0,154059406496429
1;0,84;0,91;0,99;8;0;0,154059533511046
1;0,84;0,87;1;7;0;0,154060673666105
1;0,91;0,87;0,98;8;0;0,154069148944707
1;0,9;1;0,99;7;0;0,154070919283735
1;0,89;0,89;0,98;8;0;0,154077277494069
1;0,82;0,94;0,99;8;0;0,154078955891962
1;0,81;0,92;1;7;0;0,154082152960741
1;0,91;0,9;0,99;7;0;0,154083403939047
1;0,8;0,99;1;8;0;0,154085292160238
1;0,92;0,95;0,98;8;0;0,154086944329966
1;0,88;0,94;0,98;8;0;0,154087254665231
1;0,88;1;0,99;7;0;0,15408840322433
